title,reviews
Propnight,"Posted: 14 December, 2021
재미는 있음, 다빈 & 다빈이남편 이라는 새끼들 듀오인데 킬러 & 생존자 로 브리핑하면서 게임함 ㅋㅋㅋㅋㅋㅋㅋㅋ 얘네만 거르면 될 듯?"
Propnight,"Posted: 20 December, 2021
존나 재밌음 씹 좆같은 짱꺠 새끼들만 아니면"
Propnight,"Posted: 18 December, 2021
일단 살인마 하면서 핵 만났습니다
만나니까 진짜 말문이 막히고 하기 싫어짐
무적핵으로 의심되는거 있고 돈핵이 있어요 생존자 할때 다른사람이 죽으면
돈줍는데 99000원이나 먹어졌습니다 돈핵 있는거 확정이고요
짱개 제발 따로 빼서 하면 좋을듯
핵 이거 대처 안하면 유저 줄어든다
대처 안하면 이겜 안한다 씨발"
Propnight,"Posted: 27 December, 2021
한국인 = 채팅악질
중국인 = 핵"
Propnight,"Posted: 12 January
족같은 짱께샛기덜 항상 더럽고 치졸하네 게임에서도 이러니 욕을 처먹지 븅딱샛기덜 핵좀 막아주세요 오버워치꼴 나지말고"
Propnight,"Posted: 19 December, 2021
짱깨 핵이나 잡아주셈"
Propnight,"Posted: 12 January
제발 다 좋은데
핵쟁이 좀 잡아줘...
영상 녹화까지 해서 보내줬잖아...

니들이 공식 이메일로 신고하라며
왜 영상 찍어서까지 신고한 핵쟁이가 멀쩡하게 게임하고 있냐고



일 좀 해 이 망 할 놈 들 아




+ 2.0 업데이트 이후 추가 리뷰


독단검은 그러려니 하고 넘어가겠는데

망치는 선 넘지 이 놈들아

살인마를 따돌리자마자 발전기를 다시 잡아도 진행도가 바닥을 치고 있으면 어쩌자는건데

일 제대로 안하니?



+ 2.2.0 패치 이후 작성


드디어 이 미친 개발진들이 게임을 디지털 쓰레기로 만들어버리셨군요

대체 승리 보상 코인을 없애버린다는게 누구 대가리에서 나온 아이디어인지 참으로 궁금해지네요

제대로 된 사고방식이 가능한 인간이 디자인을 담당하지 않는게 분명하네요

이 게임을 구매하려는 분들은 차라리 그 돈을 길바닥에 버리는게 더 유용한 사용법일 듯 합니다"
Propnight,"Posted: 13 December, 2021
144hz모니터 쓰시는 분들 필독!

윈도우키 + R키 누르고 창 뜨면 %localappdata% 치고 들어가서

Propnight -> Saved -> Config -> WindowsNoEditor 순서로 폴더 들어가면


engine.ini 파일 노트패드++나 메모장으로 열어서
영어 어쩌구저쩌구 써있는거 무시하고 맨 밑에


[/script/engine.engine]
bSmoothFrameRate=false
MinSmoothedFrameRate=0
MaxSmoothedFrameRate=0
bUseVSync=false


위에거 그대로 복붙해준 다음,
MaxSmoothedFrameRate=0 <-- 여기 0을 자기 모니터 주사율에 맞게 설정 ( 144혹은 240이겠죠? )


그리고 저장하고나서,
파일 우클릭 -> 속성 -> 읽기전용 체크하시면 됩니다


+추가적으로 NVIDIA 제어판에서 '3D 설정 관리' 들어가셔서 프롭나이트 항목 추가 한 다음
설정란에서 수직 동기 끄시고 최대 프레임 속도 자기 모니터에 맞게 주사율 설정까지 해주세요."
Propnight,"Posted: 6 February
⣿⣿⣿⣿⣿⠟⠋⠄⠄⠄⠄⠄⠄⠄⢁⠈⢻⢿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⠃⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠈⡀⠭⢿⣿⣿⣿⣿
⣿⣿⣿⣿⡟⠄⢀⣾⣿⣿⣿⣷⣶⣿⣷⣶⣶⡆⠄⠄⠄⣿⣿⣿⣿
⣿⣿⣿⣿⡇⢀⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠄⠄⢸⣿⣿⣿⣿
⣿⣿⣿⣿⣇⣼⣿⣿⠿⠶⠙⣿⡟⠡⣴⣿⣽⣿⣧⠄⢸⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣾⣿⣿⣟⣭⣾⣿⣷⣶⣶⣴⣶⣿⣿⢄⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⡟⣩⣿⣿⣿⡏⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣹⡋⠘⠷⣦⣀⣠⡶⠁⠈⠁⠄⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣍⠃⣴⣶⡔⠒⠄⣠⢀⠄⠄⠄⡨⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣦⡘⠿⣷⣿⠿⠟⠃⠄⠄⣠⡇⠈⠻⣿⣿⣿⣿
⣿⣿⣿⣿⡿⠟⠋⢁⣷⣠⠄⠄⠄⠄⣀⣠⣾⡟⠄⠄⠄⠄⠉⠙⠻
⡿⠟⠋⠁⠄⠄⠄⢸⣿⣿⡯⢓⣴⣾⣿⣿⡟⠄⠄⠄⠄⠄⠄⠄⠄
⠄⠄⠄⠄⠄⠄⠄⣿⡟⣷⠄⠹⣿⣿⣿⡿⠁⠄⠄⠄⠄⠄⠄⠄⠄"
Propnight,"Posted: 28 February
진짜 이번 패치 보고 이젠 관심을 끄는 게 답이라고 생각함.

대체 개발진은 살인마, 생존자 양쪽을 플레이를 해보고서 패치를 하는 건지 의문이 든다. 2.0패치 전부터 플레이 했고 처음엔 생존자로 시작해서 중간에 갈아타서 이 게임 접기 전까진 살인마로 했었음. 근데 2.0 전부터 살인마가 불리했었던 건 사실임. 그래도 지금 보면 차라리 그때가 훨씬 나았다고 보임.

일단 생존자들이 인성질하는 건 플레이어들 간의 문제니깐 둘째치더라도 지속되는 친 생존자 패치가 가장 큰 문제라고 봄. 동실력대 경기면 살인마가 절대 못이기는 구조다. 다른 유사게임인 데바데나 인사일런트같은 술래잡기 게임들과 비교해봐라. 일단 생존자들이 갖고 있는 견제수단부터가 압도적이다. 하지만 그에 비해 살인마의 스펙이 더 좋은 것도 아니다. 개발진은 당장 mmr 대비 생존자와 살인마 승률부터 확인해야한다. 아마도 개발진은 이 게임이 공포 게임인 것을 잊은 것같다. 애초에 생존자가 아무런 아이템 없이 추격하고 있는 살인마에게 점프를 해서 스턴을 먹일 수 있다는 것부터가 생존자가 우세할 수 있는 이유다. 물론, 이 점이 이 게임의 특징이지만 술래잡기 게임 특성상 그만큼의 충분한 리스크가 따라야한다. 저체온증이라는 장비를 만들 게 아니라 그만큼 위험하게 만드는 게 맞다고 본다. 심지어 공격 당하면 생존자는 스테미나도 얻었는데 이번 패치로 기본 이속도 빨라진다. 안그래도 4대1 비대칭 게임인데 생존자 스펙이 살인마보다 나으면 뭘로 추격하란 얘긴가..
mmr 시스템도 왜 만든지 이해가 가지 않는다. mmr이 8000점 넘게 차이나게 매칭이 되는데 이걸 어떻게 이기라는 건지 모르겠다. 어차피 실력별 매칭도 안되는 마당에 mmr 떨어지는 거 보고 있으면 스트레스만 받는다. 어차피 매칭은 mmr와는 관계가 없으니 그냥 삭제하고 지금은 밸런싱과 유저 확보에 몰두해야 하는 게 아닐까싶다.
내가 이 게임을 접는 이유
1. 지속적인 친생존자 몰아주기식 패치
2. 다른 유사장르 게임들과 비교되는 밸런싱
3. 오히려 악영향을 주는 mmr 시스템

물론 나는 고티어 유저는 아님. 고티어 유저들 입장에선 의견이 다를 수 있지만 이 게임은 고티어만 하는 게 아니라는 점을 개발진은 알아줬으면 좋겠다.

-------------------------------

After last patch(2.0.3), I decided to stop playing this game.

I really wonder developers are considering both side and they patch after any testing.
I was player who had played since before 2.0. I think... before patching 2.0, it was better than now.

If it's a game between similar players, the killer will lose almost. Compare it to other similar games such as Dead by daylight or something else. The blocking(stunning, flashbomb etc) by survivors are overwhelming. But the killer's specification is not better than survivors even it is 4 vs 1 game. I guess developers already forget it is Asymmetric game. I really wanna know the rate of win/defeat from game in players of around same mmr point. plz check it to consider with their mmr points before patching. Actually, the fact that survivor can stun killer without any item makes this game easy for survivor. I think it is one of this game's features, but it must be dangerous to survivors. I mean easy-stunning must be risky. Have you seen any stunning without any consumable items or skills or high-risk in survival game? I know there is the equipment ""hypothermia"". but it makes chance to hit just once or not and survivors is easy to recharge their health points. In last patch, survivor's speed is getting quicker after getting melee attacking. I think developers forget it is horror game. Who feels scared from weak killers? or... you guys want killers must be survivor's playing toy?

The reasons why I stop playing this game.
1. Developer keeps patching to make survivors advantageous or power-overwhelming.
2. Bad balancing compared to games in same genre.
3. Useless MMR system.

Of course, I am not player in high mmr points player. But it is not only for high mmr's players. Others also have each opinion. It is just mine."
