title,reviews
7 Days to Die,"Posted: 3 July, 2020
EARLY ACCESS REVIEW
14버전부터 현재 19버전까지 계속 해보면서 처음으로 평가해봅니다. 이 게임은 나름대로 매력도 있고 재미도 있고 많은 장점과

단점이 있음 초반에는 좀비와 동물,그리고 배고픔과 목마름의 싸움을 이겨내려고 도망치고 주워다니고 탐험도 다니면서

거점을 잡아야지 이제 어느정도 발전하겠구나 싶어서 편해지는데 막상 발전을 시작하려고 하면 뭐부터 해야되지?라는

막막함에 여러가지를 해보고 찾아보고 둘러보고 전투도 하고 파밍 파밍 파밍 파밍 파밍 파밍 파밍 파밍 파밍 파밍 파밍 하면서

사는걸 계속 하다보면 어느새 7일차 밤에는 좀비 러쉬가 시작되면서 무서워지게 되죠 점차 좀비들은 계속해서 강력해지고

이상한 놈들이 자꾸 튀어나오고 18버전 들어서는 점차 이상한 좀비들까지 등장해서 점점 더 게임에 재미를 느끼게 하져

생존방식은 뭐 다양합니다.터렛도 있고 총기류도 있고 폭탄마로 설쳐도 되고 아님 요새를 쌓아서 좀비 러쉬 막거나 벙커를 찾아서

들어가서 살거나 함정을 만들거나 별의 별 방법으로 살아나가보십시오

재밌어요 정말

단점은 이새끼들 몇년째 얼리억세스 할건지 모르겠고 이새끼들 밴딧이라는 약탈자를 만든다고 해놓고선 아무런 소식도 없고

베히모스였나 보스 몬스터 만든다고 말은 했는데 안만들고 그리고 최적화 관련해서는 19버전 해보니까 예전보다는

확실하게 최적화 열심히하고 그래픽도 엄청 올라왔다고 느껴져요 예전에는 거의 찱흙이었는데 이제는 그래도 꽤 게임다워졌다는

생각이 들 정도로 좋아졌습니다.

인디게임수준이라도 친구들이랑 같이 노가리까면서 광부질도 하고 생산직도 하고 전투도 하고 그러면서 발전해나가다보면

어느새 좀비새끼들은 ㅈ밥으로 보이고 건축하느라 바빠질겁니다.자기만의 집을 만들던가 아니면 고층 농장아파트를 만든다거나

자동차를 타고 전세계를 돌아다닌다거나 그러시면서 놀아봐여 어느새 시간은 금방 지나갑니다.

여기까지 글 읽을 사람 없을 것 같지만 확실한건 진짜 재밌고 친구들이랑 같이 마음 맞으면 정말 재밌게 할수 있습니다.

한번 해보세여 세일할때 7days to die 2 pack 사서 친구랑 같이 나눠서 하시면 더 좋고여 저게 더 가격 쌉니다

긴 글 읽어주셔서 감사합니다."
7 Days to Die,"Posted: 1 February, 2014
EARLY ACCESS REVIEW
데이즈와 마인크래프트의 조합 비울로 따지면 마인크 7: 데이즈 3 중점은 디펜스 식으로 만들어진 게임인것같다 맵확장에다가 자동차 추가까지 한다고 들었다 지금은 아직 알파단계라 아이템이 아직 적절히 추가 하는것같구요 멀티로서는 정말 팀원들끼리의 디펜스의 집, 성을 제작해보는것도 나쁘지 않을것 같습니다. 7 데이즈 투 다이 는 먹을거리에대해선 걱정을 안하셔두될것같네요 집뒤져보면 있습니다 근데역시 총도 내구력 있어서 찻는것도 전보다 확률이 조금 낮아졌더라구요 어느집마다 정말 좋은확률로 금고 가있는데 열면 템억수로 좋은거나옵니다 이렇게 아직 맵도 넓혀지지 않아서 알파단계에서는 조금 섣불리 구매하시려는분들은 저한테 대화하시거나 검색치셔서 더많은 정보를 얻으신후에 구매하시는것을 추천 드립니다. 신중하게 이 알파단계부터 참여해보고싶으시면 구매하셔서 될것같습니다 * 마인크래프트 이용자였던분들은 조합으로 쉽게 적응되겠지만 안하셧던분들은 조금 힘들게 느껴질수있습니다 조합법은 공식홈페이지에 있습니다. 하지만 그 아이템을 얻기위해선 책이 필요한데요 즉 도면입니다 도면책이 있어야 자기가 원하는 아이템제작이 가능하구요 더유일한건 텃밭가꾸기로 이용하여 자기가 먹을것을 채집하는것도 되는것같습니다.심어서 채집도 가능하고 옥수수랑 또 여러가지있었는데 더 추가된다고 하니 기대해주세요 ^^ 아무튼 팀원들끼리 힘을합쳐서 건장한 집을 강력한 방어막으로 이용하여 더 신선한 재미로 즐길수있도록 모두 좀비킬을 해보아요 ^^~

가격도 내렸다 ? !!! 더 한번더 생각을해보게 되는 ..~!?!!

-여기까지 글 읽어주셔서 감사합니다 ^^ 2014 새해복많이받으세요 ~
*궁금한거 있으시면 친추걸어주세요 답변해드립니다"
7 Days to Die,"Posted: 12 November, 2021
EARLY ACCESS REVIEW
이 명작을 곡길 스탭님만 알고있었다는게 킹받음"
7 Days to Die,"Posted: 14 September, 2021
EARLY ACCESS REVIEW
World famous streamer Jappap TV has played this game.
And then, I played
wow! this game is soooo funny
god-game. thx"
7 Days to Die,"Posted: 25 November, 2020
EARLY ACCESS REVIEW
유투버 웁tv 에서 게임보다 맨날 잠들곤 했는데..
하두 재밌게 하길래 나도 함 결제하고 해봤어요.
근데 재밌네요. 이렇게 재밌어도 되는겁니까?"
7 Days to Die,"Posted: 12 December, 2020
EARLY ACCESS REVIEW
파밍하는맛이 있음
건축하는맛이 있음
사냥하는맛이 있음
같이할친구가 없음"
7 Days to Die,"Posted: 25 June, 2017
EARLY ACCESS REVIEW
7일 이내로 집 안지으면 죽는 게임 근데 집지으면 무슨 짱깨 부실공사마냥 부서짐"
7 Days to Die,"Posted: 9 February, 2021
EARLY ACCESS REVIEW
친구들이랑 같이하려고 이미 샀는데 2팩 더 사서 선물했어요
김상우 구남헌 개새끼들이 몇번 뒤지더니 재미없다고 안함
ㄹㅇ 개꿀잼인데"
7 Days to Die,"Posted: 26 November, 2021
EARLY ACCESS REVIEW
옷장에서 작작나와라"
7 Days to Die,"Posted: 18 April, 2020
EARLY ACCESS REVIEW
레벨 150짜리 뉴비가 느끼는 객관적 평가

기본적인 틀자체는 재미가 있음 나름 기본적인 중독성도 있고

다만 무궁무진하게 활용성이 높은 게임을 2013년에 내놔서 7년넘게 아직도 얼리인건 1차로 용서가 안되고

2차로 용서가 안되는건 씨부랄 이게임 나온지가 7년넘게 됬는데 아직도 최적화는 개지랄발작임 이게임 그래픽 풀옵 눈대중으로 감안해도 내컴으로 풀옵돌리고도 남는데 블러디문이랑 물가만 가면 프레임이 떡락한다 진짜 썅

게다가 개발자 씹새끼들 이새끼들은 내가봤을때 얼리만 걸고 손안대는게 확실함 상점에서 짤리기 싫으니 야금야금 업뎃하는게 틀림없음

존나 노양심;;

이런 얼리억세스 장난질하는놈들때문에 스팀은 ㄹㅇ 얼리억세스 5~7년넘기면 업뎃 의사없는걸로 간주하고 상점에서 무조건 내리게 해야함




재대로된 업데이트 나오면 그때가서 평가 재수정함



그리고 엔진 바꿀수있으면 좀 바꿔라 좀"
7 Days to Die,"Posted: January 9, 2015
EARLY ACCESS REVIEW
좀비 아포칼립스 생존 게임 세븐데이즈 입니다.

각종 생존 게임에 대해 비교를 하자면 데이즈 , 러스트 , 그리고 인페스테이션
일단 인페스테이션 과는 비교할 가치는 없다고 봅니다.


게임 자체는 러스트와 같이 건축이 가능하며 마인크래프트 처럼 블럭 개념을 채용하고 있습니다.

러스트는 서버가 사라지면 해당 서버에서 시간을 투자해 만들었던 건축물도 사라져 버리지만
세븐데이즈는 자신이 서버를 생성하기에 건축물이 사라지는것을 방지할 수 있습니다.

일단 잘알려진 데이즈랑 비교 했을때는 데이즈는 고증을 충실하기에
세븐데이즈는 데이즈보다 이벤트 면에선 세세하게 떨어지고 있습니다.
(*: 각종 질병,타 유저와의 상호작용)

다만 아직 얼리엑세스라는 점에 비해 게임이 상당히 안정적이고

초보자가 쉽게 입문을 하기위해 난이도 조절이 가능하며
로컬 서버를 개설해서 타 유저가 없이 친구와도 같이 게임을 할 수 있습니다.
(친구의 위치도 추적할 수 있습니다.)

지도 기능으로 자신의 위치는 표시되나 전장의 안개 개념처럼
필드를 돌아다녀야 지도가 그려지는 방식을 채용하고 있습니다.


모든 지형이 파괴가 가능하기에 지하에 들어가서
채광을 할 수도 지상이 아닌 지하에 은신처를 만들 수도 있습니다.


현재에 데이즈가 벤딧이 최종 컨텐츠 라면 세븐데이즈는
건축과 벤딧 그리고 굳이 마을을 가지 않아도 플레이어를 공격하려고 몰려오는
좀비 웨이브를 은신처에서 방어하는 협동생존이 좀 더 다양한 컨텐츠라고 평가할 수 있습니다.


안정적으로 친구들과 좀비 생존 게임을 원하면 이 게임은 나쁘지 않습니다.


이 평가는 2015년 1월에 작성 되었다는것을 감안해주세요."
7 Days to Die,"Posted: October 29, 2021
EARLY ACCESS REVIEW
게임은 재밌어요 근데 할인 이틀전에 사서 2만원 더주고 사서 기분이 안재밌어요"
7 Days to Die,"Posted: January 12, 2021
EARLY ACCESS REVIEW
잠깐 켰다 껐는데 현실시간이 녹아있다
블러드문때는 겨드랑이에 땀나더라
그나저나 나도 같이할 친구좀 주라..............응?"
7 Days to Die,"Posted: February 3
EARLY ACCESS REVIEW
후...니들은 이런거 하지마라..."
7 Days to Die,"Posted: September 9, 2021
EARLY ACCESS REVIEW
친구 없으면 하지마세요"
7 Days to Die,"Posted: May 19, 2021
EARLY ACCESS REVIEW
ㅄ 같은데 존나 재밌음"
7 Days to Die,"Posted: November 22, 2018
EARLY ACCESS REVIEW
잠깐 해봤는데 할만하네요


























the Fun Pimps에서 13년도 말에 출시한 ""아주 그냥 뒤질라고 사는 일주일""입니다.

나온지 어느새 5년, 그래픽은 요즘 시대에 비하면 낡을대로 낡고 업데이트도 잘 안되서

제작사가 아예 그냥 손을 놓았는가 했더니 그래도 A17버전을 냈네요

목적은 7배수의 날 밤에 레이드 들어오는 좀비 웨이브를 막아내는 것입니다.


7배수가 되는날이면 동서남북중 한 곳에서 플레이어가 있는곳을 자동타겟팅하고

어택땅을 찍습니다. 어디에 있던 자동으로 위치가 알려지며 좀비들은 집교X이 빙의해선

""중졸 수준의 집짓기 수준"", ""이런 구조는 이미 검토하고 버린것""등등을 좀비어로 열심히

외치며 집 뚝배기 내구도를 확인해줍니다. 지형파괴, 편집도 가능한 게임이기에

해자를 어설프게 파놓으면 지반을 무너트려 집을 가라앉혀버리더군요



그렇기에 일주일간 낮에는 착실하게 자원을 모으고 밤에는 빡시게 집을 보강하며 7배수의 날에 X교익에게 평가를 받는 게임 되시겠습니다?




장점

1. 좀비 뚝배기 내구도 확인가능

2. 자신의 뚝배기 내구도 확인가능(특히 밤)

3. 광활한 맵에 있는 모든 오브젝트의 뚝배기 내구도 확인가능

4. 일주일 밤마다 집X익들이 평가 받으러 와서 자기가 만든 집 뚝배기 내구도 확인가능

뭔가 내구도 확인만 있는거 같지만 기분탓입니다.




단점

1. 저열하기 짝이 없는 그래픽

-옛날 작품+ 깔끔한 폴리곤식이 아니라 복셀식이라 상당히 너저분합니다.

친구를 꼬셔볼려고했지만 한놈은 좀비에 낚여 샀다가 멀미를 호소하며 정신이 사출되어버렸고 한놈은 사지도 않고 에이지지퉤퉤를 시전했습니다.

일단 조만간 나올 A17버전에선 오브젝트의 그래픽을 올린다고 했으니 다시 존버중입니다.

그 나물에 그 밥이라고 나아졌지만 여전합니다





2. 개적화

- 앞서 복셀식이라고 말했는데 그것때문인진 몰라도 상당히 개적화입니다. A16까지 오면서 좀 나아지긴했는데 지하가 넓은 군사기지같은곳에 가거나 광원이 많으면 프레임드랍이 좀 심해집니다.


3. 느려터진 업데이트

- 만든 게임이라곤 이것뿐이면서 나온지 5년이 되도록 아직도 알파입니다. 비슷한 시기에 나왔던 스페이스 엔지니어가 베타로 넘어갔다거나 나중에 나왔던 the long dark나 subnautica가 정식버전으로 나온것과는 대조적이죠.




4. 산적한 버그

-라고 많이들 그러시는데 솔직히 1000시간넘게 하면서 생각보다 버그는 많이 못봤습니다. 꺼무위키에선 멀티를 하면 산적하다고 하는데 전 모르겠더군요

왜냐면 전 인터넷에서도 게임에서도 씹아싸라 솔플밖에 안하거든요 힣






총평을 내리자면 마인크래프트처럼 무언가를 건설하는 것이나 생존겜을 좋아하시면 한번쯤은 해 볼만한 게임입니다."
7 Days to Die,"Posted: November 11, 2019
EARLY ACCESS REVIEW
완벽한 게임이 있다면... 이 게임은 아닙니다."
7 Days to Die,"Posted: November 5, 2020
EARLY ACCESS REVIEW
스타듀밸리 느낌나는 힐링게임임"
