title,first_cleaned_reviews
Jurassic World Evolution,진짜 좋다 제발 한글화 닥치고 죽이다 액션게임 모르다 경영 시뮬레이션 한글 미지 원인 부분 진짜 아프다
Jurassic World Evolution,공룡 좋다 사다 육식 공룡 먹다 먹다 트리케라톱스 먹다
Jurassic World Evolution,드디어 한글화 나오다
Jurassic World Evolution,장문 바쁘다 제일 가시 개발 살다 꾸준하다 후지 호평 받다 플래닛 코스터 개발 프론티어 멀다 트이다 패치 따르다 평가 달라지다 장점 아름답다 그래픽 기본 용량 기준 기가바이트 구현 아름답다 그래픽 반어법 깔끔하다 텍스처 표현 훌륭하다 최적화 자다 되어다 상옵 가능하다 이러하다 이유 추천
Jurassic World Evolution,단순하다 공룡 관음 시뮬레이터 추천 정가 추천 쥬라기 월드 에볼루션 초기 영화 베이스 촉박하다 개발 기간 따르다 처참하다 그로 인하다 변명 가능하다 정도 지나다 시뮬 컨텐츠 깊이 부족하다 컨텐츠 엄청 나쁘다 편의 부족함 완벽하다 채우다 초기 처참하다 수준 아직도 아쉽다 시뮬레이터 장점 공룡 공룡 단순하다 생활 패턴 별로 커엽 멋지다 종류 은근 많다 좋아하다 친구 키우다 이나 여타 생물 고증 어울리다 모습 좋다 영화 시리즈 나오다 모습 멋지다 부정 수가 공룡 스킨 은근 멋지다 많다 만족 시리즈 라면 좋아하다 요소 쥬라기 공원 공룡 키메라 이용 다양하다 유전자 조작 인기 공룡 만들다 사교 그룹 수치 조작 가능하다 많이 합사 사교 수치 조작 필요 유전자 조작 요소 정도 기반 자다 만들다 기반 데이터베이스 시리즈 관련 텍스트 시리즈 라면 읽다 가치 단점 공룡 생활 패턴 아쉽다 부분 초반 나오다 쥬오제 단순하다 생활 패턴 보여주다 육식 공룡 친구 나오다 식욕 상관없다 관람객 학살 바쁘다 여러 욕구 간편 상관없다 치다 자다 공룡 마취 따로 깨우다 영원하다 수면 빠지다 부분 부족하다 부분 많다 장점 언급 공룡 종류 많다 부분 개성 부족하다 공룡 획득 타이밍 비다 키우다 사유 친구 많다 문제점 일부 애니메이션 붙이 굳이 키우다 이유 모르다 도전 과제 목적 방사 가치 친구 아쉽다 무의미하다 이해 힘드다 경영 요소 관람객 마다 개별 소요 욕구 여타 다르다 관람객 소요 욕구 일원화 되어다 건물 밸런스 별로 인지 특정 건물 몇개 도배 관람객 욕구 충족 경영 부르다 수준 처참하다 컨텐츠 공원 대부분 시설 수동 조작 해주다 개인 질병 날뛰다 상황 수동 조작 정도 이해 가능하다 기본 기본 먹이 꾸준하다 보충 해주다 야하다 아쉽다 공원 꾸미다 크기 시뮬레이션 비다 작다 지형 편집 제한 상술 건물 몇개 지다 관람객 욕구 충족 끝나다 건물 종류 부족하다 인지 공원 꾸미다 플래닛 코스터 시티즈 외관 맞다 시무룩하다 반복 임무 기본 캠페인 구조 임무 클리어 임무 클리어 부서 점수 얻다 야하다 부서 점수 임무 임무 지나치다 반복 일부 임무 부르다 민망하다 수준 공룡 마리 방사 공룡 획득 사진 촬영 분동 사고 발생 지나치다 루즈 미션 많다 오제 나오다 공룡 공원 시뮬레이터 공룡 요소 좋아하다 정도 추천 경영 요소 신경 쓰다 상당하다 아쉽다 부분 많다 처음 언급 추천 정가 추천
Jurassic World Evolution,윗쪽 클릭 클릭 목록 쥬라기 월드 에볼루션 클릭 속성 클릭 윗쪽 언어 클릭 사용 언어 한국어 맞추다 닫다 쥬라기 월드 에볼루션 실행 추천 이유 개인 의견 비싸다 공룡 마리 넣다 디럭스 먹다 한글화 적용 해주다 알다 건물 오브젝트 크기 커서 상대 모자라다 따르다 자유롭다 빌드업 어렵다 다양하다 공룡 모션 던지다 실감 움직임 가지 단순하다 행동 공룡 반복 공룡 끼리 싸움 붙이다 전혀 흥미롭다 공룡 기르다 파다 다양하다 건물 컨텐츠 부족하다 지루하다
Jurassic World Evolution,쥬오제 너무나 재밌다 나로 써다 너무나도 기쁘다 흥분 순간 지금껏 오제 뜯다 공룡 추가 사골 씹다 먹다 정도 먹다 질리다 차다 오랫동안 기다리다 드디어 나오다 전작 다르다 공룡 유전자 설정 직접 개구리 던지다 악어 던지다 상어 유전자 유전자풀 직접 설계 공룡 창조 멋지다 평생 끼다 레렐렐 공룡 좋다 쥬라기 공원 좋다 추가 여러 문제점 경험 여럿 부정 평가 확실하다 전작 비다 발전 면도 퇴보하다 면도 계속 생각나다 심즈 장르 언급 획기 기술 여러 컨텐츠 관심 받다 전작 후광 받다 야심 차다 프랜차이즈 인기 전작 기능 일부 제외 간단하다 만들다 가르다 심즈 가다 밟다 밟다 길이 너무나도 유사하다 심즈 늘다 현재 수많다 추가 부족하다 부분 땜빵 걷다 좋다 문제점 직시 여전하다 좋다 깔다 좋다 업뎃 패치 발전 되어다 주다 좋다 남다
Jurassic World Evolution,영어 자다 솔직하다 내용 자다 이해 결론 재밌다 만원 값어치 물다 신다 드릴 사시 좋다 만원 아깝다 건물 지다 걸리다 아쉽다 자다 가다 기대하다 작품 만족스럽다 어서 빨리 한글패치 나오다 좋다 추가 구라 공룡 님들 만들다 공룡 복제 더미 불과하다 도망치다
Jurassic World Evolution,모사사우루스 줄다 내놓다 콘텐츠 모바일 만도 오제 비교 미안 정도 졸작 대단하다 이렇다 게으르다 멍청하다 내놓다 메타 크다 리딕 들다 점수 믿다 사례 전문가 쉬다
Jurassic World Evolution,처음 존버 실패하다 사고 에픽 공짜 풀다 버리다
