title,first_cleaned_reviews
Biped,친구 에디 싱글 모드 제공
Biped,친구 진짜 친구 고릴라 클릭 속성 베타 사용 설정 적용 온라인 캐릭터 빨강이 늘다 불가능하다 정도 생기다 서버 구려 플레이어 멀쩡하다 플레이어 바보 친구 계속 쉽다 싶다 호스트 바꾸다 해봤다 다르다 네트워크 문제
Biped,둘이서 걸음 이하 이페 앞서 미리 가족 친구 연인 바이페드 찾아보다 강력하다 권하다 바이 솔로 모드 존재 타임 짧다 가지다 매력 느끼다 어렵다 솔로 목적 구입 현명하다 선택 이페 들다 독특하다 조작 이루어지다 협동 주인공 에고 오다 힐라 늘다 두발 달리다 귀엽다 로봇 플레이어 명의 캐릭터 맡다 조종 난관 헤치다 바이페드 크다 특징 두발 조작 완전하다 분리 되어다 단순하다 걷기 동작 양쪽 스틱 앞뒤 움직 나아가다 캐릭터 물건 상자 플레이어 때리다 떨다 트릴 사용 독특하다 조작 적응하다 어리다 친구 특성 아장아장 걷다 힘겹다 서로 모습 재밌다 광경 버튼 조작 적응 자체 오랜 걸리다 조작 익숙해지다 본격 등장 모든 스테이지 소통 협력 기반 아무리 간단하다 퍼즐 손발 맞다 차질 생기다 경우 대부분 이기 파트너 항상 적극 대화 수월하다 바이페드 스테이지 다양하다 창의 구성 자랑 시소 로프 물리 기반 퍼즐 실수 사악하다 구성은 단골 소재 자주 등장 거기 빙하 로프 사용 협곡 호버크래프트 타고 다니다 모든 스테이지 메커니즘 채용 처음 유쾌하다 즐겁다 보내다 난이도 조절 대체로 쉬다 되어다 체크 포인트 넉넉하다 제한 죽음 페널티 직접 주어지다 클리어 목적 남녀 노소 불문 쉬다 가볍다 메인 스테이지 이외 까다롭다 난이도 자랑 도전 스테이지 오다 서도 바이페드 체험 모드 가다 존재 도전 스테이지 메인 스테이지 비교 불허 난이도 자랑 친하다 친구 끼리 경우 도전 좋다 아무리 친하다 사이 서로 욕지거리 오가다 이페 들다 확실하다 둘이서 가볍다 즐기다 좋다 크다 단점 존재 콘텐츠 없이 부족하다 메인 스테이지 경우 이내 클리어 가능하다 리플레이 가치 그다지 높다 모으다 개수 클리어 걸리다 죽다 횟수 클리어 스테이지 마크 추다 기다 직접 보상 전혀 이어지다 동기부여 이루어지다 스테이지 클리어 모으다 동전 다양하다 장용 모자 구입 수집 커스터 이즈 존재 모자 이외 커스터 이즈 전혀 불가능하다 캐릭터 꾸미다 재미 부족하다 다가 동전 모으다 방법 자체 스테이지 여러 반복 클리어 이외 전무하다 콜렉팅 시도 매력 떨어지다 바이페드 콘텐츠 부족 더욱 아쉽다 느껴지다 그만큼 유쾌하다 재밌다 작품 이기 풍부하다 거리 많다 스테이지 존재 좋다 아쉬움 이페 들다 파트너 좋다 선택 작품 적어도 두다 정도 웃다 떠들다 즐기다 도전 스테이지 시도 유쾌하다 오래 보내다 절대 콘텐츠 부족하다 확실하다 타임 중시 게이머 실망 작품 친구 가족 연인 짧다 가볍다 즐기다 찾다 추천 작품
Biped,깔끔하다 그래픽 귀엽다 캐릭터 간편하다 조작 적절하다 타임 어렵다 퍼즐 즐기다 스토리 모드 심화 퍼즐 푸다 도전 모드 가볍다 즐기다 완벽하다 코옵 퍼즐
Biped,친구 협동 합기도 친구 대갈 날리다 집중
Biped,욤귀욤 재미있다 아직 많다 머리 씌우다 귀욤 느끼다 최적화 자다 되어다 마우스 가능하다 심심하다 컨트롤러 필요성 절실 느끼다 친구 튜토리얼 옮기다 표시 보이다 주변 밟다 뜨다 결론 초반 기대 친구 컨트롤러 플레이도 나쁘다 추천 마우스 조작 감다 나쁘다
Biped,강추 드리다 호흡 잘맞다 굉장하다 빠르다 클리어 가볍다 연인 친구 즐기다 좋다
Biped,한국인 너무나 아쉽다 즐겁다 아디오스 귀엽다 신다
Biped,깔끔하다 인터페이스 훌륭하다 그래픽 직관 조작 진정 중요하다 협력 코옵 장르 보물
Biped,동전 쓰다 우정 파괴 쉬다 친구 스테이지 좋다
Biped,대다 빙하 특히 재밌다 더더 나오다
Biped,귀엽다 캐릭터 얻지 친분 잃다 걱정 말다 인용
Biped,개인 재다 그다지 능지 많이 필요 꺼내다 괜찮다 협동 친구 차서 날다 버리다 친구 힘들다 재미 갸꿀잼
Biped,타임 짧다 정가 주다 사기 비싸다 비싸다 원정 이면 좋다 탠데 아쉽다 아기자기하다 귀엽다 그래픽 스테이지 처음 상당하다 호감 다가오다 막상 엔딩 스테이지 아쉽다 나오다 사서 의향
Biped,손가락 아프다 처음 재밌다 끝나다 울부짖다 발견 재미
Biped,마우스 패드 패드 재밌다 패드 스틱 직관 적다 잇다 테이크 식구 웃다 내면
Biped,친구 즐겁다 타임 자체 적당하다 덜하다 적당하다 느끼다 대비 맞다 느낌
Biped,서로 맞다 고통 받다 잘맞다 쉬다 갈수 우정 친구 서로 안부 인사 대화 만들다 화기 애애
Biped,재밌다 채다 린지 모드 어렵다 도전 과제 깨다 쉽다 좋다
Biped,오다 친구 즐겁다 짧다 아쉽다 소소하다 상호작용 재미 나다
Biped,평가 되게 애매하다 재미 느낌 작자 아깝다 들다 난이도 쉽다 패드 느껴지다 진동 재미있다 만들다 친구 협동 해보다 무조건 바라다 타임 짧다 원가 사면 아깝다
GWENT: Rogue Mage (Single-Player Expansion),온라인 궨트 로그라이크 랜덤 카드 얻다 카드 일러스트 움직이다 프리미엄 카드 당연하다 찾다 건지다 살짝 이해
GWENT: Rogue Mage (Single-Player Expansion),쓰다 브레이커 즐기다 난이도 높다 마법사 모드 레벨 계속 리다 강하다 방법 능력 차이 심하다 굳이 스트레스 받다 해답 찾다 적어도 쓰다 브레이커 슬더스 인스 크립 빌다 드업 재미 난이도 올리다 억지로 타임 늘리다 건가 싶다 정도 어렵다 재미 느끼다 쓰다 브레이커 슬더스 인스크립션 난이도 적당하다 난이도 참고 해주다 난이도 상대 반박 맞다
GWENT: Rogue Mage (Single-Player Expansion),해보다 소감 만듬새 좋다 전체 구성 좋다 로그라이크 방식 플레이도 궨트형 이해 빠르다 장점 이기다 문제 난이도 조절 애매하다 방덱 괴물 강제 구성 자체 바꾸다 영웅 물약 보물 정도 변경 가능하다 보물 얻다 카드 의존 상당하다 높다 문제 분명하다 약점 존재 만날 경우 절대 이기다 가다 존재 정화 카드 상대방 구속 특수 대응 불가능하다 허무하다 발리다 경우 많이 나오다 레벨 카드 얻다 상태 난이도 어렵다 느낌 상황 대응 카드 의문 들다 기도 딱하다 새롭다 느낌 자다 나다 아무튼 아직 부족하다 보이다 패치 지다 모르다 비추다
GWENT: Rogue Mage (Single-Player Expansion),어렵다 비추가 많다 사다 말다 고민 사보다 치다 궨트 쓰다 브레이커 어렵다 궨트 처음 해보다 늘다 어리다 초보 마법사 모드 난이도 내려가다 그나마 쉬다 난이도 조절 따로 아쉬움 경험 본적 중수 정도 실력 나름 재밌다 즐기다 궨트 거나 본적 해보다 나쁘다
GWENT: Rogue Mage (Single-Player Expansion),슬레 스파이어 인스 크립 카드 기반 로그라이크 즐기다 궨트 좋아하다 들다 추천 어렵다 기본 구조 궨트 동일하다 선승 기반 삭제 쓰다 브레이커 약식 전투 라운드 먼저 이기 끝나다 채용 궨트 강점 이자 특색 라운드 길다 갖다 가면 카드 분배 통한 심리전 사라지다 길다 궨트 특성 피로 높다 로그라이크 구조 맞추다 약식 전투 채용 충분하다 이해 그만큼 궨트 매력 죽다 카드 다르다 없어지다 아쉽다 약식 전투 변경 전투 시작 최대 장의 카드 추가 뽑다 방식 바뀌다 라운드 라운드 장의 카드 뽑다 필요 카드 멀리건 필요하다 카드 찾다 과정 사라지다 서술 카드 분배 지다 고민 멀리건 과정 심리전 재미 사라지다 부분 궨트 매력 사라지다 아쉽다 궨트 고유 매력 사라지다 별개 비판 받다 많다 이벤트 선택 지르다 선택 어떠하다 효과 없이 새롭다 텍스트 나타나다 크게 문제 폭풍 이벤트 전진 플레이어 불리하다 카드 부상 카드 주다 숨다 기력 앗다 전진 버튼 누르다 어떠하다 변화 오류 클릭 의도 부상 카드 받다 경험 최소한 선택 지르다 클릭 효과 이러하다 착각 과정 효과 전반 부분 미흡하다 플레이어 나아가다 방향 선택 경계 구분 어리다 플레이어 선택 지르다 선택 거나 버튼 클릭 리액션 또는 효과 희미하다 버튼 누르다 인지 어렵다 튜토리얼 부분 미흡하다 일부 기능 서다 이해 걸리다 특정 부분 대사 전투 카드 효과 읽다 어렵다 창조 카드 효과 확인 방법 번거롭다 쓰다 브레이커 궨트 너무나 떨어지다 완성 만원 바라다 수록 무료 궨트 퀄리티 떨어지다 이해 어렵다 사펑 개발 저하 적나라하다 드러내다 안타깝다 궨트 사용 스킨 카드 디럭스 에디 추천
GWENT: Rogue Mage (Single-Player Expansion),난이도 깨다 참고 쓰다 브레이커 치다 인겜 궨트 해봤다 평가 대부분 로그라이크 모르다
GWENT: Rogue Mage (Single-Player Expansion),싸다 재밌다 주어지다 성장 전략 만들다 재미 아쉽다 부분 라면 적의 수가 많다 순간 방식 되어다 지루하다
GWENT: Rogue Mage (Single-Player Expansion),어렵다 기다 지면 초기 경험치 얻다 렙업 얻다 성장하다 도전 궨트답 움직이다 카드 나오다 좋다
GWENT: Rogue Mage (Single-Player Expansion),땡기다 나름 만하 개인 만족하다 궨트 해보다 늘다 어리다 비호감 당시 치다 궨트 궨트 로그라이크 카드 즐기다 오다 나름 기대하다 사다 결론 좋다 말다 만원 나쁘다 나쁘다 굳이 필요 쓰다 브레이커 궨트 좋다 라운드 제의 기존 궨트 벗어나다 단판 형식 크게 단점 꼽진 심리전 요구 재미 반감 계속 많다 전투 단판 피로 찾아오다 난이도 높다 원래 궨트 궨트 문자 효과 이해 수나 건가 난이도 높다 템포 깜짝 사이다 치다 세계관 좋아하다 사다 퀄리티 만원 추천 꺼리다
RimWorld,여자 거주지 주변 쫒다 당연하다 여성 보호 추격자 찌르다 여성 감사하다 거주지 합류 여성 채굴 채굴 청소 순위 하라 며칠 없이 자다 지내다 주민 심각하다 정신 보이다 등장 여성 문제 확인 여성 특징 시작 가지 특징 충격 외모 직설 실내 선호 실내 선호 채굴 버리다 충격 외모 직설 집단 내부 따돌림 당하다 스트레스 엄청 싸인 그만두다 휴식 취하 자다 방황 시작 컨트롤 벗어나다 여자 유일하다 친하다 지내다 집단 의사 여자 체포 독방 가두 명령 의사 여자 다가가다 순간 여자 반기 들다 의사 공격 맷집 딴딴하다 병사 여자 무력 여자 기절 독방 침대 올려놓다 의사 간호 기다 여자 극심하다 스트레스 남몰래 마약 마약 금단 현상 반기 들다 정신 환자 중독 처리 모르다 독방 계속 가두다 여자 유일하다 친하다 의사 출입 여자 갇히다 화가 나다 울분 터뜨리다 독방 모든 부시다 들다 무능하다 이대로 가다 큰일 날다 처형 결정 여자 처형 의사 여자 처형 결정 순식간 의사 독방 들어가다 여자 죽다 맷집 딴딴하다 병사 무심하다 여자 시체 처리 버리다 여자 불쌍하다 무덤 지다 의사 여자 무덤 묻다 묻다 의사 무덤 가만히 서서 스트레스 받다 압도 긍정 달다
RimWorld,인생 중요하다 교훈 줍다 능력 성격 좋다 성격 나쁘다 능력 능력 성격 나쁘다 가치 인간 여실히 보여주다
