title,first_cleaned_reviews
Homeworld Remastered Collection,마스터링 모범 사례 정말로 훌륭하다 홈월드 놀랍다 발매 지다 지난 해보다 세련되다 느낌 받다 홈월드 홈월드 통해 얻다 경험 대체 가능하다 클래식 홈월드 경험 라면 간직 두다 추억 예쁘다 모양 살아나다 기쁨 느끼다 홈월드 마스터 처음 라면 이렇다 놀랍다 무려 나오다 경악 단점 캠페인 도중 스크립트 꼬이다 발생 다소간 어쩌다 윈도우 튕겨 버리다 기도 홈월드 마스터 들다 기반 설계 여러 부분 개악 존재 홈월드 사용 메이 기반 전투 데스 전술 기동 지정 통한 효율 전투 불가능하다 현재 메이 싸움 시원시원하다 편리하다 느낌 들다 못내 아쉽다 홈월드 백미 장식 엔딩 크레딧 삽입곡 가다 라이센스 문제 인하다 제거 되어다 무척 안타깝다 부분 홈월드 마스터 들다 훌륭하다 고요 홈월드
Homeworld Remastered Collection,마스터 정석 리메이크 라면 인물 텍스쳐 고치다 엠창 클래스 다르다 원작 모든 요소 재다 성하다 그래픽 마스터 이름 맞다 엄청나다 퀄리티 업그레이드 착하다 점도 마음 들다
Homeworld Remastered Collection,딸칵 마더 쉬다 딸칵 마더 쉬다 그래픽 음향 스토리 만족하다 전투 순양함 대공포 늘리다 소형 저리
Homeworld Remastered Collection,이건 마스터 리메이크 수준 원작 함선 퀄리티 상향 되어다 홈월드 클래식 함선 대형 홈월드 마스터 추가 되어다 라이센스 엔딩 크레딧 늘다 포함 아쉽다 점수
Homeworld Remastered Collection,명작 홈월드 마스터 개인 최근 나오다 마스터 타이틀 마음 드네 무늬 마스터 해보다 알다 그래픽 마스터 음악 성우 과거 성우 크다 스젯 제외 들다 불다 녹음 인터페이스 채택 쉬다 현황 알다 창작 마당 과거 모드 받다 콜렉션 홈월드 포함 편의 카타 크다 리즘 저작권 얽히다 콜렉션 포함 되어다 인터페이스 싫어하다 계시다 처음 들이다 이용 유닛 움직이다 생소하다 수도 우주 공간 유닛 전략 움직이다 이유 알다 괜찮다 전략 시뮬레이션 좋아하다 우주 관련 찾다 신다 추천 개인 감동 스토리 웅장 멋지다 우주선 컨트롤 추천
Homeworld Remastered Collection,옛날 즐기다 홈월드 느낌 물씬 나다 마더 쉬다 기쁘다 그래픽 굉장하다 미려 전투 좋아지다 박진 넘치다 해주다 모드 마스터 나오다 날다 캠페인 은근 많다 이벤트 트리 거가 꼬이다 미션 불가능하다 기타등등 메뉴 나가다 미션 처음 영상 시작 트리 돌아오다 퀵로드 해결 아쉽다
Homeworld Remastered Collection,가성 씹다 혜자 혜자 보통 거품 씹다 거품 그래픽 황홀하다 멋있다 개성 개성 괜찮다 수준 불편하다 가리다 싶다 사운드 기저귀 갈다 분위기 자다 어울림 알맞다 괜찮다 싫증나다 구림 고막 찢다 싶다 인터페이스 나르다 엄마 자다 챙기다 크게 불편하다 귀찮다 효율 답답하다 자체 노동 사양 할머니 노트북 보급 적당하다 사양 초고 사양 한국어 번역 원본 뛰어넘다 한국어 화가 되어다 한국어 화가 되어다 애매하다 한국어 화가 되어다 한국어 되어다 애매하다 한국어 지장 한국어 화로 어려움 캐릭터 꾸밈 컨텐츠 가볍다 추가 컨텐츠 무기 아이템 추가 임무 확장 수준 컨텐츠 추가 가다 컨텐츠 대부분 발매 지장 모드 모드 핵심 다양하다 종류 많다 비공식 추가 컨텐츠 모드 텍스처 개선 크다 스텀 스킨 가볍다 모드 위주 모드 설치 불가능 모드 난이도 조카 가능 엄마 가능 켜다 문제 난이도 줄이다 방법 적응 인물 스토리 소름 돋다 튼튼하다 독창 적임 튼튼하다 평범하다 개성 무난 무난 성함 부실하다 써다 씻다 싶다 레벨 디자인 레벨 디자인 교과서 독보 적임 참신하다 평이하다 허다 술함 부조리하다 한숨 절로 나오다 타임 가량 이하 발견 크게 신경 쓰이다 많다 불가 수준 자체 덩어리 몰입도 정신 차리다 자다 빠져듬 적당하다 집중 합법 고문 중독 일상생활 가끔 싶다 엔딩 이렇다 노가다 필요 필요하다 부분 노가다 해금 요소 내의 불편하다 해소 노가다 노가다 여러가지 노가다 아예 완벽 가깝다 정교하다 쫄깃함 적절하다 부족함 지루함
Homeworld Remastered Collection,클리어 악명 높다 난이 도르다 문제 마스터 확실하다 해결 모양 크다 문제 없이 캠페인 클리어 훌륭하다
Homeworld Remastered Collection,홈월드 광팬 냉정하다 번작 실망 해상도 올라가다 맞다 인터페이스 작업 불구 단순하다 전체 크기 비례 크기 올리다 인하다 전체 난잡하다 기존 수준 낮추다 알아보다 힘들다 콘트롤 힘들다 단축키 암기 방법 기존 한계 가지 바보 물량 쏟아지다 물량 맵핵 기본 재미 반감 그래픽 마스터링 개발자 멱살 잡고 싶다 후의 카타 절정 보이다 입체 기동 힘드다 함선 중요 이유 길찾기 개선 간략하다 표현 스타 드라군 찾다 스타 오다 스타 이동 해보다 정도 개선 모드 개발자 분명 개선 추가 또는 개발 사의 추가 작업 잡아먹다 현재 그래픽 엄청나다 좋다 성도 떨어지다 토탈 레이 스리 모드 멀티 아직 공사 경우 규칙 옵션 이리 저리 지면 로딩 튕기 현상 발견 종족 밸런스 조정 없이 가지 종족 넣다 밸런스 최악 발견 도대체 포럼 모든 내용 읽다 적다 놓다 의견 별반 다르다 그나마 전작 추천 알아주다 별개 패치 이러하다 개선 구입 바라다
Homeworld Remastered Collection,한글화 보내다 달다 모드 에디 툴좀 빨리 빨리 내놓다 멀티 렉좀 걸리다 하란
