title,first_cleaned_reviews
Hollow Knight,그래픽 황홀하다 멋있다 개성 개성 괜찮다 정도 괜찮다 불편하다 버리다 싶다 사운드 지리다 찰지다 알맞다 괜찮다 싫증나다 구림 고막 찢다 싶다 인터페이스 나르다 엄마 자다 챙기다 크게 불편하다 불편하다 효율 답답하다 자체 노동 사양 할머니 노트북 보급 적당하다 사양 높다 사양 초고 사양 한국어 번역 원본 뛰어넘다 한국어 화가 되어다 한국어 화가 되어다 애매하다 한국어 화가 되어다 한국어 되어다 애매하다 한국어 지장 한국어 화로 어려움 캐릭터 꾸밈 컨텐츠 가볍다 추가 컨텐츠 무기 아이템 추가 임무 확장 수준 컨텐츠 추가 가다 컨텐츠 대부분 발매 지장 모드 모드 핵심 다양하다 종류 많다 비공식 추가 컨텐츠 모드 텍스처 개선 크다 스텀 스킨 가볍다 모드 위주 모드 설치 불가능 모드 난이도 조카 가능 엄마 가능 켜다 문제 난이도 줄이다 방법 적응 인물 스토리 소름 돋다 튼튼하다 독창 적임 튼튼하다 평범하다 개성 무난 무난 성함 부실하다 써다 씻다 싶다 레벨 디자인 레벨 디자인 교과서 독보 적임 참신하다 평이하다 허다 술함 부조리하다 한숨 절로 나오다 타임 가량 이하 발견 크게 신경 쓰이다 많다 불가 수준 자체 덩어리 몰입도 정신 차리다 자다 빠져듬 적당하다 집중 합법 고문 중독 일상생활 가끔 싶다 엔딩 이렇다 노가다 필요 필요하다 부분 노가다 해금 요소 내의 불편하다 해소 노가다 노가다 여러가지 노가다 아예 완벽 가깝다 정교하다 쫄깃함 적절하다 부족함 지루함 개인 평가 재밌다 캐릭터 귀엽다 성도 좋다 사다 정가 사도 충분하다 기회 사보다 싶다 정도 평가 읽다 실크 망령 되어다 추가 인생게임 진짜진짜 정도 많이 귀엽다 그래픽 난이도 퍼즐게임 좋아하다 강추 드리다 실크 제나
Hollow Knight,만들다 메트로 베니 할로우 나이 트이다 스토리 귀엽다 벌레 주인공 거대 거대 거대 왕국 여행 다크 소울 그거 내용 훌륭하다 음악 좋다 디자인 합치다 재미있다 보드 워리어 힘드다 쓰다 지우다 쓰다 지우다 개쩌 분량 많다 클리어 가볍다 좋다 경우 굉장하다 지치다 들다 정도 보스 클리어 지역 백색 궁전 플랫 포밍 기믹 아쉽다 엔딩 보스 두근두근 마음 가시 닿다 식다 후반 지역 플랫포밍 때우다 형제 격인 솔트 생츄 어리가 찬찬하다 해보다 백색 왕궁 솔트 생츄어리 지역 심하다 온갖 전투 기술 받다 정작 조우 지역 쓰다 타이밍 맞추다 점프 하단 칼질 만하 지역 이면 슬프다 대못 사부 세명 전수 받다 기술 바보 투기 제외 전혀 쓸모 강타 백색 궁전 기믹 중후 이나 히든 지역 옮기다 두다 전투 위주 아쉬움 남다 대못 부들 기술 충분하다 좋다 기술 사용 필요성 별로 느끼다 지역 아쉽다 뽑다 수정 봉우리 빼다 애벌레 프레 기르다 패스 프레스기 싫다 처음 타이밍 섀도우 대시 얻다 편하다 가다 알다 어렵다 진짜 구간 싫다 악몽 자체 거기 백색 왕궁 길찾기 어렵다 들다 지도 가보다 부분 계속 찾다 가다 즐거움 보스 서다 개인 모든 보스 통틀어 사마귀 군주 제일 좋다 배신자 군주 대체 모르다 떄문 뚝배기 터지다 가다 길다 나다 라스트 보스 라스트 보스 치다 비겁하다 박다 라이 많이 찾기 탐험 좋아하다 라면 즐겁다 오래오래 추천 길찾기 헤매다 어렵다 힘들다 개인 레벨 추천 싶다
Hollow Knight,보통 이렇다 어렵다 앗쉬 겁나다 어렵다 비추다 주다 의하다 평가 긍정 정도 나오다 압도 긍정 끌리다 친구 추천 받다 간간히 들다 이기다 목록 추가 연휴 사보다 진작 싶다 재밌다 불타 런가 해봤다 나오다 결론 자다 만들다 어서 보통 들이다 나르다 모험가 여행자 부르다 느낌 들다 진짜 기분 나다 정말로 지역 탐험 느낌 나다 치이다 불구 이렇다 재미 느끼다 신선하다 느껴지다 성취 보스 클리어 라면 새롭다 지역 발견 보스 잡다 성취 들이다 어렵다 보스 고유 패턴 가지 패턴 조금씩 분석 익숙해지다 쉬다 보스 겁내 힘들다 잡다 성취 엄청나다 이렇다 마음 들다 보통 어리다 빡종하 이건 계속 죽다 이미 머릿속 이론 보스 뒤통수 후려 갈다 상태 계속 이하 몽환 아름답다 그래픽 내내 호강 귀엽다 캐릭터 마음 들다 깊다 둥지 여기다 어우 단점 길찾기 탐험 뭐라다 뭐라다 지도 가보다 막히다 가보다 막히다 가보다 막히다 무한 반복 엔딩 나오다 불친절하다 핑크색 뿅뿅 하단 공격 반동 높이 튀어 모르다 해보다 신선하다 자다 안착 뿅뿅 일반 지형 인식 되어다 일반 점프 열심히 올라가다 알다 기억 죽다 설계 죽이다 붙잡다 켜무 위키 죽다 적도 날리다 이렇다 불친절하다 플레이어 직접 알다 재미 느끼다 해주다 하니 단점 내주다 전체 잡지 나열하다 나다 읽다 혼란 단어 요약
Hollow Knight,채우다 엔딩 놓다 지우다 가끔 켜다 돌아다니다 추억 회상 새롭다 시작 깨다 보스 깨다 미션 사다 사고 오리 여운 깊다 찾다 돼다 난이도 스토리 보스 모든 오리 수위 아직도 할로우 나이트 브금 들다 소름 돋다 해보다 님들 인생 그을
Hollow Knight,도전 과제 깨다 남기다 평가 박다 깨다 지도 제공 탐험 완성 숨기다 길다 많다 길찾기 쉬다 몇몇 가시 가다가 맞다 처음 돌아가다 되어다 보스 패턴 숙지 무난 깨다 왠만하다 보스 깨다 무리 계속 도전 패턴 익숙하다 지고 실력 올라가다 순간 보스 잡고 성취 느끼다 집욕 도전 정신 남다르다 이면 무조건 해보다
Hollow Knight,재미있다 펴다 허다 이렇다 메트로 배다 절망 안기다 극악 무도 난이도 맞다 가면 깨지다 절망 스럽다 개인 맞다 탱크 형식 즐기다 모로 공격 되어다 모습 인상 스토리 라인 견고하다 흥미롭다 세계관 구축 되어다 난이도 제외 몰입 상당하다 적극 스토리 설명 해주다 찾아다니다 스토리 캐다 야하다 탐험 요구 개인 즐겁다 죽다 지오 공중부양 샷건 많이 치다 바람 다리 기다 요구 가치 지니다 깨다 말다 공략 영상 많이 영상 찍다 존경 틀다 컨트롤 격하 추천 컨트롤 약하다 노력 비추다 천하다 컨트롤 약하다 정도 투자 아주아주 추천 보스 잡다 죽이다 마다 희다 장난
Hollow Knight,망겜 진짜 시도 개인 느끼다 주인공 뒤집어지다 이빨 사슴벌레 전반 하드코어 스토리 하드코어 분명 바보 주인공 도대체 세상 배회 언어 영역 풀다 해보다 등장 캐릭터 대화 분명하다 한국말 언어 간단하다 기기 좀처럼 이해 힘들다 시점 이해 어렵다 아이템 설명 직접 이용 해보다 도대체 쓰다 지상 천국 느낌 가져다주다 회복 느낌 전투 전반 플레이어 패턴 노리 공격 빡치다 개똥벌 녀석 싸우다 도대체 짜증나다 둘째 개연 부분 많다 굴러가다 경우 많다 공략 없이 처음 갈다 지역 또는 구간 체크 구역 숫자 이렇다 흘러가다 배우다 스킬 이용 기존 갈다 지역 가야 제일 많이 도대체
Hollow Knight,아름답다 아기자기하다 그래픽 감성 넘치다 재밌다 전투 빠지다 없이 완벽하다 작품 믿다
Hollow Knight,벌레 징그럽다 소름 돋다 정도 싫어하다 친구 던지다 깨다 인간 재밌다 좋다 친구 두다
Hollow Knight,불닭볶음면 맛있다 매다 엄청 매다 계속 아직 절반 후회
