title,first_cleaned_reviews
Tabletop Simulator,친구 친구 이 게임 선물 선물 받다 받다 다른 친구 친구 이 게임 선물 선물 하다
Tabletop Simulator,단돈 단돈 원 지난 지난 날 나 인간관계 인간관계 되돌아보다 되돌아보다 해주다 해주다 겜
Tabletop Simulator,인플 인플 괜찮다 괜찮다 테마 테마 게임 글룸 글룸 헤이븐 헤이븐 메이지 메이지 나이트 나이트 킹덤 킹덤 데스 데스 몬스터 몬스터 컴 호러 호러 엘 드리다 드리다 호러 호러 디스 디스 오브 오브 더 마인 마인 로빈슨 로빈슨 크루소 크루소 스타 스타 듀 밸리 밸리 혼자 시간 싸다 싸다 가능 가능
Tabletop Simulator,지혜 지혜 옛 게이머 게이머 조상 조상 들다 들다 전기 전기 컴퓨터 스팀 없다 지루하다 지루하다 세계 세계 자신 재미 재미 찾기 찾기 위해 바둑 바둑 장기 장기 체스 체스 각종 카드게임 카드게임 통해 통해 그 재미있다 재미있다 게임 창조 창조 하다 그러하다 그러하다 조상 조상 들다 들다 게임 그 게임 자체 자체 사람 기리 기리 모이다 모이다 게임 즐기다 즐기다 더욱 더욱 크다 크다 의의 의의 있다 그러하다 그러하다 조상 조상 들다 들다 지혜 지혜 빌리다 빌리다 만들다 만들다 이 게임 탁자 탁자 꼭대기 꼭대기 시뮬레이터 시뮬레이터 당신 온갖 온갖 종류 종류 탁자 탁자 위 있다 세계 세계 각종 보드게임 보드게임 카드게임 카드게임 통해 통해 테이블 테이블 위 지배자 지배자 되다 수 있다 만들다 만들다 매우 참신하다 참신하다 발상 발상 게임 이다 이제 당신 온갖 온갖 사람 만나다 만나다 당신 위해 준비 준비 되어다 되어다 푸다 푸다 짐 양 테이블 테이블 게임 통해 통해 겨루다 겨루다 있다 되어다 되어다 인간 인간 이기심 이기심 폭력 폭력 인하다 인하다 당신 카드 카드 삭제 삭제 혹은 복사 복사 밑장빼기 밑장빼기 노 양심 양심 등 온갖 온갖 부정행위 부정행위 맞다 맞다 뜨다 뜨다 리 되다 최후 최후 조상 조상 들다 들다 위 게임 창조 창조 하다 때 금기 금기 정 궁국 궁국 판엎기 판엎기 아무렇다 아무렇다 꺼리다 꺼리다 낌 없이 없이 저지르다 저지르다 트롤러 트롤러 만나다 만나다 되다 있다 사실 명 심하다 심하다 언제 어디 서든 서든 그 누구 빠르다 빠르다 판 뒤엎 뒤엎 수 있다 항상 항상 버튼 버튼 마우스 마우스 올리다 올리다 준비 준비 하다 사실 잊다 잊다 말다 말다 바라다 바라다 명 심하다 심하다 판엎기 판엎기 싸움 싸움 이다
Tabletop Simulator,다음 사람 추천 추천 하다 친구 친구 같이 보드게임 보드게임 하다 보드게임 보드게임 방이 방이 멀다 멀다 없다 하다 사람 한번 해보다 해보다 싶다 싶다 보드게임 보드게임 있다 너무 비싸다 비싸다 하다 사람 친구 친구 거리 거리 멀다 멀다 보드게임 보드게임 하다 사람 보드게임 보드게임 하다 준비 준비 되다 도구 도구 공간 공간 없다 사람 다음 사람 비추다 비추다 천하다 천하다 친구 친구 없다 사람
Tabletop Simulator,제목 제목 그대로 각종 테이블 테이블 탑 게임 사실 즐기다 즐기다 수 있다 꽤 샌드박스 샌드박스 기능 기능 충실하다 충실하다 때문 게임 룰 간섭 간섭 하다 일 거의 없다 보다 되다 각종 로컬 로컬 룰 적용 적용 가능하다 가능하다 기술 기술 있다 손장난 손장난 가능하다 가능하다 수 틀리다 틀리다 판 엎 수도 수도 있다 노 인정 인정 바둑판 바둑판 시뮬레이터 시뮬레이터 기능 기능 충실하다 충실하다 수행 수행 하다 사람 몇 명 모으다 모으다 다 포커 포커 치다 치다 좋다 좋다 영혼 영혼 체스 체스 대국 대국 지켜보다 지켜보다 옆 훈수 훈수 두다 두다 좋다 좋다 에 시발 못 보다 싶다 싶다 판 엎어 엎어 되다 그냥 아무 게임 펼치다 펼치다 뭐 하다 하다 없다 하다 판 엎어 엎어 좀 즐겁다 즐겁다 당신 트롤링 트롤링 이해 이해 해주다 해주다 사람 하다 보다 재밌다 재밌다 거 다만 사실 멀티플레이 멀티플레이 전용 전용 게임 다름없다 다름없다 것 같다 하다 가다 가다 존재 존재 하다 않다 때문 싱글플레이 싱글플레이 혼자 블럭 블럭 쌓다 쌓다 카드 카드 뒤지다 혼자 오셀로 오셀로 두다 두다 판 뒤지다 하다 테이블 테이블 탑 시뮬레이터 시뮬레이터 아니다 어린이 어린이 심리치료 심리치료 시뮬레이터 시뮬레이터 하다 기분 기분 들다 들다
Tabletop Simulator,같이 하다 사람 있다 간편하다 간편하다 보드게임 보드게임 즐기다 즐기다 조작 조작 편 한편 한편 근데 근데 같이 하다 사람 로 파다 파다 그래서 같이 하다 사람 돈 주다 주다 매수 매수 하다 이 바로 윈윈 윈윈
Tabletop Simulator,도전 도전 과제 과제 온라인 온라인 보드게임 보드게임 하다 수 있다 아주 크다 크다 장점 장점 있다 게임 보드 보드 카페 카페 있다 거의 웬만하다 웬만하다 보드게임 보드게임 포함 포함 외국 외국 보드게임 보드게임 가지 가지 창작 창작 마당 마당 모드 모드 있다 만원 만원 일 때 만원 만원 이면 이면 시간 동안 즐기다 즐기다 수 있다 마음 마음 맞다 맞다 친구 친구 있다 시간 가능 가능 그 재미 재미 포켓몬 포켓몬 마블 마블 등등 유저 만들다 만들다 여러 여러 피 규어 규어 있다 이르다 가지 가지 보드게임 보드게임 말로 말로 쓴다 쓴다 하다 소소하다 소소하다 재미 재미 있다 창작 창작 마당 마당 한국어 한국어 번역 번역 되다 보드게임 보드게임 많다 많다 상점 상점 페이지 페이지 영문 영문 써다 써다 실망하다 실망하다 않다 되다 싱글 싱글 로컬 로컬 모드 모드 없다 아니다 혼자 보드게임 보드게임 어느 누구 재미없다 재미없다 것 같이 하다 친구 친구 없다 한국 한국 테탑 테탑 그룹 그룹 다른 소규모 소규모 그룹 그룹 들어가다 들어가다 않다 거 라면 라면 구입 구입 하다 않다 바람 바람
Tabletop Simulator,아래 문항 문항 체크 체크 하다 점 이상 나오다 나오다 경우 경우 구매 하다 네 아니다 이 게임 같이 하다 친구 친구 있다 주변 주변 널리 널리 전파 전파 하다 같이 하다 만들다 만들다 자신 있다 번 번 문항 문항 체크 체크 되어다 되어다 경우 경우 점 하다 바라다 바라다 번 번 문항 문항 체크 체크 되어다 되어다 있다 경우 경우 점 하다 바라다 바라다
Tabletop Simulator,장점 장점 정말 다양하다 다양하다 종류 종류 보드게임 보드게임 플레이 하다 수 있다 단점 단점 친구 친구 포함 포함 되어다 되어다 않다
