title,first_cleaned_reviews
Crusader Kings III,자식 많이 영토 쪼개다 테크 자식 적다 낳다 자식 살해 망캐 친척 후계 되어다 테크 동맹 맞다 테크 동맹 많다 지원 다니다 테크 백성 신하 가족 이기다 정도 능숙하다 실세 테크 타고 결론 손대다 무조건 테크
Crusader Kings III,왕권 강하다 수록 국가 강하다 수록 봉신 지다 들다 끼리 회의 시작 파벌 생기다 왕권 위협 되어다 파벌 우두머리 암살 적국 포로 따다 알다 벌벌 기다 봉신 좋아하다 이렇다 나르다 나르다 살인자 부르다 아들 첫째 둘째 사별 부인과 낳다 들이다 재혼 낳다 첫째 기만 편집증 질병 앓다 둘째 음탕하다 게걸스럽다 후계 재목 마지막 형제 이복 형제 아들 영특 사교 가문 영광 가져다주다 천재 고심 부인과 금슬 좋다 가문 묻히다 사흘 밤낮 고민 스트레스 높아지다 가다 고통 잊다 어느새다 나르다 술고래 부르다 없어지다 스트레스 환각 증세 칩거 늘다 나르다 은둔 부르다 가문 변명 첫째 둘째 고문 마음 먹다 아들 비명 들리다 스트레스 머리 차오르다 환각 증세 심해지다 고문 난후 차디차다 지하 감옥 사랑 부인 낳다 아들 넣다 버리다 봉신 이러하다 행태 수군대다 반박 파벌 갇히다 죄수 열매 낙과 듯이 떨어지다 닫다 항간 나르다 손가락질 아랑곳 가문 먹다 준비 되어다 남다 어느덧다 나이 죽음 다가오다 첫째 지하감옥 싸늘하다 주검 되어다 악착같다 둘째 차디차다 하루하루 연명 남지 넘다 싸늘하다 독방 흩다 뿌리다 나르다 친족 살해 부르다
Crusader Kings III,크루세이더 킹즈 클릭 속성 시작 옵션 입력 콘솔 켜다 디버그 메뉴 사용 가능 해지 콘솔 크다 들다 언제나 무난 콘솔 커맨드 늘다 얻다 싶다 얻다 싶다 골드 추가 얻다 싶다 얻다 싶다 신앙심 추가 얻다 싶다 얻다 싶다 명성 추가 얻다 싶다 얻다 싶다 가문 명성 추가 플레이어 캐릭터 모든 인생관 획득 모든 가문 유산 획득 모든 문화 혁신 획득 플레이어 캐릭터 외교 수치 플레이어 캐릭터 전투력 수치 플레이어 캐릭터 관리 수치 플레이어 캐릭터 계책 수치 플레이어 캐릭터 학습 수치 플레이어 캐릭터 기량 수치 가다 플레이어 제안 항상 동의 펠링 틀리다 플레이어 건설 걸리다 하루 재밋 즐기다 세다 플레이도
Crusader Kings III,크다 말씀드리다 많이 정복 세대 많이 정복 죽다 상속법 따르다 분할 되어다 나라 나뉘다 장자 가져가다 형제 자리 노리 암살 시도 봉신 라면 날조하다 문서 내미다 원래 빼앗다 갈다 처음 시작 십년 수많다 전쟁 날조 통해 자식 왕족 결혼 순간 왕족 줄줄이 초상 자식 낳다 손자 왕위 계승 되어다 천재 달리다 아내 또는 좋다 가문 아내 선택 항상 좋다 집안 천재 달리다 아내 결혼 폐경 낳다 되어다 남녀평등 교리 작위 계승 아내 콘크리트 넣다 재혼 세우다 또는 불륜 서자 만들다 좋다 트레잇 가문 결혼 통해 작위 명분 아들 계승 장자 태우다 차남 이교도 선교사 보내다 삼남 수도원 보내다 전쟁 세우다 죽이다 갑작스럽다 역병 막내 비명 횡사 새롭다 시작 누르다 결론 전쟁 통한 정복 정치 파벌 이용 작위 날치기 황제 정치가 머리 아프다 화려하다 대규모 전투 통한 토탈워
Crusader Kings III,공략 몇개 적다 눈물 배우다 전쟁 걸때 상대방 동원 병력 확인 동맹 들다 착하다 무조건 도와주다 후계 또는 후계 후보 친족 기사 인지 항상 확인 전쟁 비명 횡사 당황 스럽다 전쟁 기사 목록 항상 체크 중요 캐릭터 금지 전쟁 또는 후계 수도 남작 공략 절대로 방치 말다 수도 따다 가끔 중요 캐릭터 본인 또는 후계 가다 참수 당하다 전쟁 이기다 빡종합니 명분 조작 해당 백작령 공작령 되어다 작위 백작령 가지다 캐릭터 보유 중인 확인 공작령 명분 들어오다 조작 돌리다 백작령 조작 뻘짓해 이유 작위 초반 건물 짓다 자다 모르다 싶다 병력 올리다 건물 지다 개발 그건 정복 영지 갈아타다 결혼 동맹 이용 맞다 귀족 결혼 동맹 가다 불다 대다 동맹 부르다 엄청 수월하다 결혼 동맹 적극 이용 추천 드리다 자국 문화 종교 영토 변환 제국 위로 빅토 마냥 백성 반란 일어나다 종교 지도자 가지 대상 상대로 명분 요청 가능하다 계속 확인 어리다 여자 사악하다 상대로 공작령 왕국 명분 퍼줍니 기사 항상 관리 바이킹 기사 써다 끊임없다 기사 불다 모으다 전쟁 끊다 기사 새롭다 점령 백작령 줄다 전쟁 기사 죽다 나가다 백작령 돌아오다 그걸 이용 효율 백작령 관리 가능하다 안정 씨족 봉하 신앙심 관리 단계 왕국 성전 생애 가능하다 집결 만들다 여러 요충지 집결 설정 자다 활용 상속권 박탈 적극 이용 상속권 박탈 영지 던지다 장남 꼼짝
Crusader Kings III,세상 재미 많다 많다 끝없이 나오다 나이 먹다 부족하다 이름 높다 명작 해보다 싶다 전략 도전 싶다 특히 도전 해보다 싶다 토탈워 패러독스 플랫폼 게이머 거치다 갈다 과정 끄다 패러독스 크다 오다 유로파 늘다 이미 차례 도전 문제 수시로 업데이트 일일 카페 다운 받다 깔다 패가 피곤하다 진입 장벽 되어다 새다 창작 모드 자동 구독 거기 크다 유로파 들다 덕분 시작 기본 모으다 만원 넘다 들다 재미 모르다 상태 도전 아무리 쓰다 게이머 무리 게다 깔짝이다 포기 토탈 삼국 덕분 토탈워 먼저 경험 원래 코에이 테크모 장사 팔이 극혐 펴다 토탈워 삼국 재밌다 지갑 자동 열리다 스스로 확인 거부 감다 사라지다 아무튼 상황 토탈워 업데이트 찾다 작년 크다 가다 나오다 듬성듬성 째다 즐기다 크다 초보 시작 금방 도달 정식 한글화 퀄리티 높다 즐기다 무척 쾌적하다 툴팁 엄청 많다 사전 많다 정성 스레 한글화 되어다 엔진 바뀌다 그래픽 개선 돼다 메뉴 편하다 튜토리얼 친절하다 아일랜드 소개 초반 알다 당연하다 상당하다 부족하다 걸치다 해주다 삼국지 기와 진입 장벽 영지 뺏다 뺏다 전쟁 명분 필요하다 아무리 점령 전쟁 승리 얻다 명분 얻다 명분 마련 주교 이렇다 과정 처음 낯설다 기도 공략 찾아보다 아일랜드 지고왕 되어다 스코틀랜드 깔다 대다 동맹 맺다 잉글랜드 털리다 시작 스코틀랜드 잉글랜드 말다 사이 영주 자유 전쟁 일으키다 시작 멘탈 털리다 버리다 힘들다 전쟁 이기 기도 외교 가족 관리 영주 관리 무척 힘들다 쉽다 싶다 차례 재다 처음 아내 얻다 시작 적당하다 대상 달라지다 시작 이유 기도 당연하다 얼굴 또는 능력 결혼 재미 결혼 재미 자식 낳다 재미 작년 연말 겨울 보내다 많이 벌다 싶다 관리 능력 중요성 되어다 도시 개발 상호작용 정도 벌리다 시작 버티다 한계 전쟁 기사 무관 능력 치도 무조건 돈빨 우수하다 많다 병사 모집 물량전하 많이 필요하다 전투 능력 뒷전 동맹 맺다 전쟁 불다 대다 외교 부르다 불다 오다 알다 시작 자녀 손주 동원 동맹 모으다 재미나 와중 깨달 가깝다 여태 도전 과제 클리어 철인 모드 해야먄 클리어 서다 알다 로드 엄청나다 즐기다 상태 도전 과제 관련 이슈 직면 순간 마음 식다 버리다 도전 과제 부가 이기다 클리어 그거 아쉽다 철인 모드 어렵다 스트레스 받다 쉬다 여름 시도 해보다 철인 모드 시작 철인 도전 어렵다 도전 스코틀랜드 시작 처음 잉글랜드 노르웨이 로마제국 자다 나가다 국가 빌리다 대가 끊기다 내분 터지다 결혼 위기 탈출 넘버원 가능하다 극적 십자군 전쟁 추다 되어다 병사 털리다 상태 죽다 후계 장남 이어지다 차남 비롯 아들 영주 반란 일으키다 잉글랜드 영주 영주 동맹 치다 들어오다 급하다 본토 돌아오다 이미 병사 깎다 가망 다행하다 이전 늙다 살다 장남 자녀 여럿 데리 아들 여러 나라 결혼 제안 급하다 동맹 맺다 동원 공격 시작 처음 본진 털리다 포기 상태 가깝다 신성 로마 제국 영주 왠만하다 단위 병력 가지다 몇몇 지원 받다 반란 완전하다 제압 승리 나다 영지 뺏다 들다 주다 이기다 반란 명예 나쁘다 위기 몇번 겪다 중간 중간 전투 능력 높다 윌리엄 왕도 등장 공포 조기 영주 반란 틀어막다 꾸준하다 스코틀랜드 확장 나가다 웨일즈 먹다 아일랜드 먹다 잉글랜드 깎다 먹다 자다 나가다 철인 모드 도전 과제 자다 클리어 나가다 년대 넘어서다 끝나다 브리튼 통일 걱정 아직 유일하다 계략 트리 크다 빅잼 소라 아직 양심 아내 자식 친족 근친상간 벌이다 우수하다 유전자 집안 트리 개방 종료 연산군 왕도 나타나다 계략 겪다 추가 적다 부분 크다 로얄 코트 업데이트 달리다 어케 브리튼 제국 찍다 정복 윌리엄 초반 고드윈 털리다 상황 차례 결혼 동맹 극복 돼다 대다 왕권 강화 왕권 단계 낮다 왕위 세습 분열 란나 되어다 몇번 분열 수습 반복 관리 집중 방식 모으다 몰두하다 계략 특화된 아들 키우다 허다 와중 왕권 단계 돼다 국내 왕권 약화 목적 자유 반란 사방 터지다 도무지 나오다 왕권 올리다 싶다 반란 터지다 단계 떨어뜨리다 프랑스 털리다 노르망디 여럿 먹히다 전쟁 수도 털리다 잡히다 먹다 어리다 아들 잉글랜드 왕위 강제 승계 돼다 다행하다 아들 녀석 공작령 작위 승계 말다 이미 서너 전쟁 벌어지다 중이 폐위 동맹 끊다 상태 보이다 왕권 최하 하락 어리다 아들 엄청나다 활약 보이다 교황 모략 걸다 호감 챙기다 금전 지원 요청 쪼들리다 받다 먹다 용병 계약 기존 형제 동맹 아직 뛰다 치다 나가다 최대한 활용 내란 수습 다행하다 어리다 자녀 생산 시작 바로바로 동맹 먹다 내란 수습 돼다 와중 내란 종결 전쟁 수습 챙기다 권위 엄청나다 순식간 단계 강화하다 작위 뺏다 가능하다 반란 영주 죄다 추방 인척 우호 기사 작위 뿌리다 국내 수습 돼다 국정 충실하다 벌다 결혼 동맹 원정 다니다 챙기다 권위 왕권 단계 만들다 크다 아들 안정 작위 정도 몰다 강하다 왕권 승계 작업 끝나다 압도 공포 이용 안정 독재 스코틀랜드 계속 급사 예고 계략 가다 정직하다 특성 보유 선택 무관 스트레스 터지다 많다 예민하다 단식 벌어지다 달다 다행하다 아들 승계 받다 잉글랜드 대부분 작위 가져가다 왕권 크다 귀네드 공작령 노리다 스트레스 터지다 시작 선택 뜨다 선택 도무지 스트레스 해소 별일 싶다 여태 해보다 종파 개종 누르다 단번 신하 호감 마이너스 포인트 떨어지다 반란 연달 터지다 귀네드 공작령 싸움 지리멸렬하다 상황 벌어지다 반란 쐐기 교황 잉글랜드 목표 십자군 개전 발표 수만 대군 유럽 잉글랜드 달려오다 털다 시작 전쟁 잉글랜드 왕위 털다 전쟁 여유 금전 마이너스 병력 유지 두발 들다 항복 항복 계속 반란 일어나고 모든 전쟁 항복 잉글랜드 모든 작위 잃다 시골 구석 남기다 털리다 버리다 철인 모드 물리다 수가 어렵다 상황 이어지다 조심 독재 이어지다 안정감 느껴지다 건드리다 싶다 지르다 순간 선택 결과 따지다 수가 독재 체제 의사결정 파급 상상 후회 돌이키다 방법 푸틴 상황
Crusader Kings III,처음 듀토리얼 클리어 새롭다 캐릭터 만들다 시작 위치 듀토리얼 동일하다 여왕 시작 이유 듀토리얼 끝내다 어가 왕비 정분 나다 그걸 모르다 열심히 키우다 짜증나다 최소한 여왕 낳다 자식 여왕 시작 클리어 조건 맞추다 포인트 채우다 만들다 중세시대 유럽 여왕 쉬다 종교 자체 여왕 호감 도르다 깎다 먹다 시작 듀토리얼 달다 나라 세운 초기 그러하다 적극 활동 펼치다 나가다 실수 기사작위 아들 빼놓다 노블 리스 오블리주 실천 전방 노력 아들 왕가 역사 페이지 되어다 괜찮다 자식 낳다 나이 많다 좀더 좋다 나라 주다 싶다 아일레흐 점령 아일랜드 맹주 되어다 많다 사방 영주 듯이 파벌 형성 지우다 반복 후계 마음껏 교회 뜨다 바라보다 왕권 너무도 미약 아일랜드 여왕 죽다 받다 내정 다지다 영주 달래다 천천히 나아가다 아들 듣다 엄마 크다 영지 내놓다 삐지다 서다 호감 도르다 올려주다 잉글랜드 진출 길이 너무도 험난하다 멉니 스크롤 돌리다 전체 지도 바라보다 써다 내려가다 역사 아직 멀다 험하다 되어다 어떠하다 후계 마음껏 봉신 능력 임명 해달라다 아우성 평민 능력 치가 좋다 경우 허다 서다 세종대왕 반대 무릎 쓰다 장영실 데려오다 아끼다 봉신 죽다 아들 받다 아버지 교육 감히 이빨 드러내다 노력 영지 점령 그릇 부족하다 맡기다 봉신 외세 위험 크다 저가 밥그릇 봉신 끼리 박다 싸우다 난리 서다 정치 판이 보이다 잉글랜드 국왕 흘리다 와중 봉신 안목 좁히다 중세시대 이전 밥그릇 신경 쓰이다 밥그릇 크다 보이다 법인 지민 문화 종교 개종 쉬다 엄청나다 잡아먹다 문화 종교 누르다 가지 설득 정복 일제강점기 버티다 내다 조상 들이다 대단하다 느껴지다 신앙심 바치 얻다 신앙 교황 십자군 차출 당연하다 지원 신앙심 투철 서다 직계 서열 한참 밀리다 막내 아들 한자리 십자군 뛰어나다 활약 봉토 하사 해주다 봉토 벌다 가다 많다 흐르다 오다 모르다 작성 지나다 역사 아직 많이 남다 기다 들어주다 감사하다 돌아오다 만날 기대하다
Crusader Kings III,기다리다 깨지다 집합소
Crusader Kings III,컨텐츠 별로 선택 이벤트 질리다
Crusader Kings III,크다 최적화 경험 뒤론 유로파 스텔라 리스 고전 보이다
