title,reviews
Monster Boy and the Cursed Kingdom,"Posted: 3 August, 2019
샨테 시리즈 같은 메트로배니아 좋아하면 사세요"
Monster Boy and the Cursed Kingdom,"Posted: 21 December, 2019
원더보이 인 몬스터랜드를 과거 오락실에서 많이 해보셨다면 꼭 해보세요

리부트하면서 난이도는 조금 더 올라갔지만, 재미있게 즐길수있습니다!"
Monster Boy and the Cursed Kingdom,"Posted: 26 November, 2019
어릴적 오락실에서 해봤던 원더보이가
멋지게 재탄생되어 팬으로서 기쁩니다
난이도는 좀 있지만 못 할 만큼은 아니어서
컨트롤에 익숙해지면 편해집니다
퍼즐요소와 숨겨진요소는 일부는 하다가 찾기 쉽지만
어떤 것들은 정말 모르게 숨겨져 있어서 공략없이는 찾기 어렵더군요
암튼 플레이타임도 적당하고 굉장히 잘만든 게임이라 추천합니다~"
Monster Boy and the Cursed Kingdom,"Posted: 12 February, 2021
귀여운 그림체와 독특한 캐릭터성의 RPG같은 게임이에요! 가벼운 마음으로 가볍게 하기 좋고 특히 마지막 보스전이 가장 쉬워서 결말 엔딩 보기 편합니다!! 만일 힐링게임을 찾고 싶으시다면 몬스터 보이와 저주받은 왕국 추천드립니다!! 또 컨텐츠가 많아서 모험하는 기분이 들고 좋아요 ㅎㅎ 가끔 나오는 스피드런도 꿀잼입니다"
Monster Boy and the Cursed Kingdom,"Posted: 8 December, 2019
아이템 찾기 개 빡세니까 걍 공략 보면서 하세요"
Monster Boy and the Cursed Kingdom,"Posted: 13 July, 2020
명작.

초딩애니 같은 오프닝 때문에 거부감이 드는 사람들도 많은듯.
전체적인 짜임새가 매우 훌륭하다.
개인적으로 후반부로 갈수록 점점 여러 요소들이 추가되면서 플레이 방식도 다양해지고 더 재미있다.
단점은 몹 타격할때 판정이 꽤 구림 ... 하지만 전투보다는 퍼즐요소를 강조한 게임이라 감안할만하다.

사이드 스크롤 rpg 좋아하는 분이라면 강렼 추천."
Monster Boy and the Cursed Kingdom,"Posted: 1 July, 2020
몹배치 악이적인거 보소."
Monster Boy and the Cursed Kingdom,"Posted: 15 December, 2020
볼륨지림
엔딩보는데 20시간걸림
숨겨진게 정말 많아요
그런데 숨겨진거를 찾을수 있는 힌트를 많이 제공하고,
특히 돈으로 못찾은 비밀들의 위치를 특정할 수 있다는게 정말 좋네요."
Monster Boy and the Cursed Kingdom,"Posted: 25 July, 2019
정말 잘 만들었네요 한글화도 상당히 자연스럽습니다.
게임 자체 난이도도 어렵지 않구요
게임내 음악과 그래픽 또한 훌륭합니다.
구매하셔도 후회 안하실겁니다.
요즘 이러한 고전장르 및 시리즈 게임들이 많이 발매하는군요 좋습니다.
*추가내용*
이야... 이거 몰랐는데 BGM이 대부분 전작의 OST를 사용했군요 역시... 어디서 많이 들어봤던 곡이었네요;
마을 성당에 스테인드 글라스 보시면 역대 용사들이 있습니다."
Monster Boy and the Cursed Kingdom,"Posted: 28 July, 2019
원더보이 인 몬스터랜드 리부트작이고, 상당히 재미있습니다. 원작을 재미있게 해본 기억이 있다면 돈이 아깝지 않을거에요. 다만 원작과 다르게 시대의 흐름을 타서인지 난이도는 상당히 올라간 편입니다. 특히나 보스전이 어려운 편인데, 다행히 세이브가 어디든지 있고, 죽어도 다시 부활해서 그나마 다행이네요. 한가지 아쉬운 점이라면 스팀에 내놓은것 치고는 업적이 빈약하다는 정도? 업적 아이콘이 너무 성의없고, 업적도 다양하지는 못한게 옥의티네요. 그래도 굉장히 재미있어서 엔딩까지 바로 달릴겁니다."
