title,reviews
Jurassic World Evolution,"Posted: 12 June, 2018
진짜 다 좋은데 제발 한글화 좀.. 닥치고 죽이면 되는 FPS나 액션게임 같은거면 몰라도 경영 시뮬레이션 게임인데 한글 미지원인 부분은 진짜 뼈 아프다."
Jurassic World Evolution,"Posted: 28 November, 2020
공룡이 좋아서 샀어요
그런데 육식공룡이 우리도 처먹고 사람도 처먹고 내 트리케라톱스도 처먹고 어이가 없네"
Jurassic World Evolution,"Posted: 16 December, 2020
드디어 존버성공!!!! 4640원에 꿀꺽!!!"
Jurassic World Evolution,"Posted: 21 June, 2018
한글화좀해줘라"
Jurassic World Evolution,"Posted: 12 June, 2018
Please make korean language pack!!
Over 3million of korean people watched the film - Jurassic world : fallen kingdom just within one week.
There are so many jurassic fans in korea T.T
-------------------------------------------------------------------------------------------------------------------------------
드디어 한글화 나오다!!"
Jurassic World Evolution,"Posted: 22 June, 2018
장문의 글이니 바쁘신 분들은 제일 아래로 가시면 됩니다

이 게임의 개발사는 꾸준한 사후지원으로 호평을 받은
플래닛 코스터를 개발한 프론티어 디벨롭먼트이기 때문에
이후 패치에 따라 평가가 달라질 수 있습니다


이 게임의 장점


아름다운 그래픽

기본 용량 기준 약 4 기가바이트로 구현한 아름다운 그래픽 (반어법.. 아님)
깔끔한 텍스처와 빛 표현은 훌륭합니다
최적화도 잘 되어 1060 6GB에서 FHD 상옵 플레이 가능합니다






































































































































































































이러한 이유들 때문에 저는 이 게임을 추천하지 않습니다"
Jurassic World Evolution,"Posted: 16 December, 2019
단순한 공룡 관음 시뮬레이터

세일 or 번들 구매 = 추천 / 정가 구매 = 비추천

쥬라기 월드 에볼루션은 초기에는 영화 베이스 게임처럼 촉박한 개발 기간에 따른 처참한 게임이었고 그로 인한 변명은 가능했으나 , 어느 정도 시간이 지났음에도 시뮬 게임중에서 컨텐츠나 그 깊이가 부족하다.
DLC 컨텐츠가 엄청 나쁜편은 아닌데 본편의 부족함을 완벽히 채워주지는 않는다.

*초기만큼 처참한 수준 만큼은 아니지만 아직도 아쉬운 시뮬레이터 게임.


장점

1. 공룡

공룡들의 단순한 생활패턴은 별로지만 커엽고 멋지다. 종류도 은근히 많은 편이라 좋아하는 친구들을 키우는 맛이 있다. Prehistoric Kingdom 이나 여타 고생물 게임처럼 고증에 어울리는 모습도 좋지만 영화 시리즈에 나오는 모습이 멋진건 부정할 수가 없다. 공룡 스킨도 은근히 멋진게 많아서 만족.

2. 시리즈 팬이라면 좋아할 요소들

쥬라기 공원 공룡들이 키메라라는 점을 이용 , 다양한 유전자 조작으로 말도 안되는 인기도 공룡을 만드는 맛이나 , 사교 그룹 수치를 조작하여 가능한 많이 합사 시는 등 (사교 수치 조작은 DLC 필요) 유전자 조작 요소는 어느정도 기반은 잘 만들었다. (기반'만')
데이터베이스에 시리즈 관련된 텍스트들이 있는데 , 이 역시 시리즈팬이라면 읽어볼 가치가 있음.

단점

1. 공룡의 생활 패턴 및 아쉬운 부분.

2000년도 초반에 나온 쥬오제보다 못한 단순한 생활 패턴을 보여준다. 육식 공룡 친구들은 나오기만 하면 식욕 상관없이 관람객을 학살하기에 바쁘고 , 여러 욕구가 있지만 너무 간편화 시킨 탓에 , 시간 상관없이 쳐 자는 공룡들 , 마취 이후 따로 깨우는게 아닌 이상 영원한 수면에 빠지는 부분등 부족한 부분이 많다.
장점에서 언급한 공룡 종류가 많다는 부분도 개성이 부족한 공룡들이나 , 획득 타이밍에 비해 키울 사유가 없는 친구들이 많다는게 문제점. 일부 종들은 애니메이션이 복붙이라 굳이 키워야 할 이유를 모르겠다.
도전과제 목적이 아닌 이상 방사할 가치가 없는 친구들이 있다는게 아쉽.

2. 무의미하고 이해하기 힘든 경영 요소들

관람객들 마다 개별적인 소요나 욕구가 있던 여타 경영게임들과 다르게 관람객들의 소요나 욕구가 일원화 되어있다. 건물 밸런스가 안그래도 별로인지라 , 특정 건물 몇개만 도배하면 관람객의 욕구가 충족되며 , ""경영""이라고 부를 수준도 아닌 처참한 컨텐츠.
또한 공원의 대부분의 시설은 수동으로 조작해줘야 하는데 , 개인적으로 질병이나 날뛰는 상황에서의 수동 조작은 어느 정도 이해 가능하나 , 기본중에 기본인 먹이도 유저가 꾸준히 보충해줘야한다.

3. 아쉬운 공원 꾸미기

맵의 크기가 일단 다른 시뮬레이션 게임에 비해 너무 너무 작으며 지형 편집역시 제한적이며 , 상술하였듯이 건물 몇개만 지으면 관람객 욕구 충족이 끝나고 , 건물의 종류 역시 부족한 편인지라 공원을 꾸미는 맛이 너무 없다.
플래닛 코스터나 , 시티즈에서 외관 뽕 맞고 이겜 하면 시무룩해짐.

4. 반복적인 임무들

기본적인 캠페인 구조가 각 섬의 임무를 클리어 하는 것인데 , 이 임무를 클리어 하기 위해 부서 점수를 얻어야한다.
근데 부서별 점수 임무 및 각 섬의 임무는 지나치게 반복적이며 일부는 임무라고 부르기 민망할 수준.
공룡 N마리 방사 , 공룡 DNA 획득 , 사진 촬영 , N분동안 사고 발생 X 같은 지나치게 루즈한 미션이 많다.



쥬오제 이후 오랜만에 나온 공룡 공원 시뮬레이터라는 점에서 , 공룡 요소를 좋아한다면 어느 정도 추천을 하겠지만 , 경영 요소를 신경 쓰는 사람들에게는 '상당히' 아쉬운 부분이 많은 게임.
처음에 언급하였듯이 , 세일하면 구매를 추천하나 , 정가 구매는 매우 비추천."
Jurassic World Evolution,"Posted: 13 September, 2018
[]

1. 스팀을 연다

2. 윗쪽 라이브러리를 클릭

3. 게임을 클릭하고 자신의 게임목록에서 쥬라기월드 에볼루션을 우클릭

4. 속성을 클릭 윗쪽 탭에서 언어를 클릭

5. 사용할 언어에 한국어로 맞춘 후에 닫기를 하고 쥬라기월드 에볼루션 게임을 실행한다

-------------------------------------------------------------------------
게임 비추천의 이유 (개인적인 의견)

1. 게임 가격이 너무 비싸다.

2. 공룡 몇마리 넣고 디럭스나 DLC로 팔아먹는다.

3. 한글화 적용을 게임내에서 할 수 없으며, 누군가 이야기 해주지 않으면 알수가 없다.

4. 게임 안에서 건물같은 오브젝트의 크기가 커서 상대적으로 땅이 모자라며 이에 따라
자유로운 빌드업이 어렵다.

5. 다양한 공룡의 모션이라던지 현실감있는 움직임이 없다.
몇가지 단순한 행동만을 공룡이 반복한다 (공룡끼리 싸움을 붙여도 전혀 흥미롭지 않다)

6. 공룡을 길러서 판다던지, 다양한 건물들 같은 컨텐츠가 부족하다. 몇일하다 보면 지루하다."
Jurassic World Evolution,"Posted: 12 June, 2018
쥬오제를 너무나 재밌게 플레이한 나로썬 너무나도 기쁘고 흥분되는 순간이다. 지금껏 쥬오제 파일 뜯어서 공룡 추가 해가며 사골까지 씹어먹을 정도로 울궈먹으며 질리도록 플레이했었는데 참 오랫동안 기다린끝에 드디어 나왔다.

전작과 다르게 공룡 유전자 설정을 직접할수있다. 개구리 라던지 악어라던지 상어유전자 같은 유전자풀을 직접 설계해서 나만의 공룡을 창조할수있다. 너무 멋져!

넌 평생 빨아재낀다.
헬ㅀ레렐렐 공룡좋아 쥬라기공원 좋아

(추가 평)
출시하고 지금까지 게임을 플레이하고 여러 문제점을 경험하고 여럿 부정적 평가를 보았는데
확실히 전작의 비해 발전된 면도 있지만 오히려 퇴보한 면도 꽤나 있었다.

그리고 계속 이 게임 하면서 생각난게 심즈4였는데 장르도 다른게임을 여기서 왜 언급하느냐?
획기적인 기술과 여러 컨텐츠로 관심을 받은 전작의 후광을 받아 야심차게 출시했으나
(혹은 프랜차이즈의 인기로)
전작의 기능을 일부 제외 시키거나 간단하게 만들어 팬들의 평을 갈라놓은점에서
심즈4가 밟았던 길과 지금 이 게임이 밟고있는 길이 너무나도 유사한것이였다.
(물론 심즈4는 현재 수많은 디엘씨 추가로 그 부족한 부분을 땜빵하고 있다.)
그래서 난 이 게임이 그런길을 걷지 않았으면 좋겠고 게임의 문제점을 직시했지만 여전히 난 이 게임이 좋고 앞으로 깔 생각도 없을뿐더러 좋은 업뎃과 패치로 발전되어줬으면 좋겠다.
그러니까 그냥 쓰브랄 갓겜으로 남아다오."
Jurassic World Evolution,"Posted: 12 June, 2018
Product refunded

영어를 잘 못하는 유저입니다.
솔직히 내용은 잘 이해가 안 되지만 시뮬게임인데 어떻게든 진행은 되네요.
결론부터 말하자면 재밌습니다. 6만원 값어치를 하냐고 물으신다면 한다고 답변 드릴 수 있겠네요.
세일할 때 사시면 가장 좋겠지만 6만원이 아깝지는 않은 게임입니다.
건물이 지어질 때 시간이 좀 걸리는게 아쉽지만 그래도 하나씩 하다보면 시간이 잘 가네요.
기대했던 작품인데 만족스럽습니다.
어서 빨리 한글패치가 나왔으면 좋겠어요.

------------------------------------------------------------------------------------------------
2019.07.03 추가
이 새끼가 말하는 거 다 구라에요.
나만의 공룡은 개뿔 님들이 만든 공룡은 전부 복제 더미에 불과함!
모두 도망쳐요!!!!!!"
