title,review_clear1
Hollow Knight,"Posted: 9 June, 2017
최근 비슷한 장르의 게임인 오리와 눈먼 숲(Ori and the Blind Forest), 데드 셀(Dead Cells), 슬레인 : 백 프롬 헬(Slain : Back from Hell) 등의 게임을 묻지도 따지지도 않고 줄줄이 구입하게 만든 시발점을 제공한 작품이다. 정식 발매전 험블 먼슬리를 통해 데모 버전이 제공됐고 별 기대 없이 플레이를 해봤는데 생각보다 괜찮다는 생각이 들어서 구매를 결정했다. 데모 버전을 잠깐 즐겼을 때는 매트로베니아의 시작이자 끝판왕인 월화의 야상곡(이하 월하)에 비해 여러모로 부족한 아류작 정도로만 느껴졌었는데 정식판으로 50 시간 가량의 플레이를 거쳐 달성률 100%를 찍고 나니 도대체 왜 이 정도로 잘 만들어진 게임이 16,000원 이라는 헐값에 발매됐을까 하는 의문밖에 들지 않았다. 흠잡을 데 없는 게임성과 높은 완성도, 풍부한 볼륨. 훌륭한 조작감과 액션. 그리고 재미까지. 이미 20년이 지난 게임이기는 해도 이후 그 이상의 게임을 접해볼 수가 없었기에 이제는 전설이 돼버린 월하라는 걸작에 충분히 견줄 수 있을만한, 개인 취향에 따라서는 전설을 뛰어넘을 수도 있는 역대급 매트로베니아의 등장이라고 생각한다.

게임 플레이는 미지의 장소를 탐험하며 지도를 밝히고 그 과정에서 얻게 되는 특수한 이동기와 열쇠 등의 아이템으로 게임 초반에는 갈 수 없었던 장소들을 하나씩 해금하여 탐험 지역을 넓혀 나가는 방식을 가지고 있다. 게임 진행률이 올라감에 따라 자연스레 발생하는 npc 이벤트 등을 통해 스토리 텔링을 해주는 시스템이라 어떻게든 꾸역꾸역 지도를 펼쳐나가다 보면 엔딩을 볼 수 있는데, 각 지역에는 개성적인 몬스터들과 다양한 보스전은 기본에다 스토리 엔딩과는 무관한 갖가지 서브 퀘스트와 숨겨진 요소들, 게임상에 등장하는 몬스터들을 여러 페이즈에 걸쳐 상대하고 최종 승리했을 시 보상을 받을 수 있는 콜로세움 등의 즐길 거리도 준비돼 있다. 이쯤이면 전체적으로 월하와 비슷한 플레이 형식을 가지고 있다는 걸 알 수 있는데 굳이 차이점을 말하자면 레벨업 테이블과 아이템 파밍의 부재. 달라진 지도 시스템을 들 수 있다. 아이템 파밍을 통해 수많은 무기를 사용할 수 있었던 월하와는 다르게 엔딩까지 단 하나의 무기만을 쓸 수 있는 데다 원천적으로 레벨업이 안 되니 캐릭터를 성장시키는 맛도 없어서 게임 초반에는 월하에 비해 많이 모자라는 느낌이 들었는데 게임이 진행됨에 따라 그런 단점의 확실한 대체 요소가 게임상에 모두 구현돼 있는 모습을 볼 수 있었다. 강화석을 획득해 무기를 업그레이드하고 제한은 있지만 여러 조합이 가능한 부적 시스템을 통해 기본 무기의 사거리나 공속을 높이고 보조 공격 수단을 추가하는 것도 가능하다. 월하를 플레이했던 유저라면 발만웨라는 개사기 막장 무기를 기억하고 있을 텐데 부적 조합을 통해 기본 무기를 발만웨와 유사한 무기로 탈바꿈 시킬 수도 있다. 물론 그런 조합에는 패널티가 확실히 따라오는 밸런스도 함께한다. 비록 무기 종류는 하나에 불과하지만 월하와는 비교도 안 될 정도의 스피디한 액션에 각종 이동기 + 차지 어택 등의 컴비네이션이 가능해서 훨씬 뛰어나고 다양한 액션을 맛볼 수 있다. 그리고 레벨업 시스템 대신 피통과 소울(마나)통을 늘려주는 수집 아이템을 맵 곳곳에 뿌려놔서 단순히 몬스터를 반복적으로 잡고 쉽게 캐릭터를 성장시킨 뒤 안 그래도 낮은 난이도의 게임을 더 쉽게 플레이 가능하게 만들었던 월하에 비해 조금이라도 게임을 수월하게 진행하려면 맵 구석구석을 탐사해야 하는 동기를 부여한 것 역시 마음에 드는 점이다. 이런 면들을 보면 제작진이 얼마나 긴 시간 동안 월하라는 게임을 벤치마킹했는지 쉽게 알 수 있다. 좋은 점은 그대로 차용하고 버릴 것은 버리면서 그 와중에 본인들만의 색깔을 내기 위해 부단히 노력한 흔적이 곳곳에서 느껴진다.

지도 시스템. 월하의 자동 지도를 생각하고 그냥 덤볐다가는 높은 확률로 낭패를 보게 될 정도로 길 찾기 난이도가 높은 편이다. 아무 공략 없이 초회 진행을 할 계획이라면 점점 완성돼가는 전체 지도를 수시로 캡처하고 그림판 등을 사용해서 캡처한 지도 위에다 당장 지나갈 수 없는 장소는 어떤 이유로 그곳을 지나갈 수 없었는지 꼼꼼하게 기록하는 걸 권장한다. 자동 지도가 있으니 쉬울 거라는 안일한 생각으로 초반 5,6 시간을 막 달리다가 어느 순간 이건 아니다 싶어서 위의 방법으로 지도 체크를 해가며 플레이했는데 만약 그러지 않았다면 플레이 타임이 더 길어졌을 거라 장담한다. 월하처럼 스퀘어 형식으로 지도가 그려지는 것도 아니고 지나가지 않은 통로를 완전히 다 보여주지도 않는 데다 몇몇 확 트인 장소에서는 실제 탐사를 하지 않았는데도 지도가 다 그려지는 경우도 생기기에 길을 찾아 하염없이 헤맬 공산이 크다. 공략을 보고 클리어하겠다면 아무래도 상관없지만 죽어도 혼자 힘으로 깨야 속이 시원해지는 유저라면 무조건 지도는 그려가며 플레이하도록 하자. 본인은 하루에 3,4 시간씩 2주에 걸쳐 진행을 했는데 플레이 기간 자체가 길어지다 보니 지도 체크를 했는데도 불구하고 몇몇 구간에서는 애를 먹었다.

플레이 한지가 한 달이 지난 게임이라 대충 생각나는 대로만 끄적여 봤는데 플레이하면서 느낀 장점이나 특이할만한 세부 시스템에 대한 이야기를 많이 빼먹어서 아쉬움이 좀 남지만 글 재주가 없어서 이쯤에서 줄이도록 한다. 아무튼 이 가격에 이 구성이면 혜자 중에 혜자인 게임이 확실하니 이번 여름 세일에 10%라도 할인을 하게 된다면 무조건적인 구매를 추천한다. 7월 경에 무료 DLC 추가 계획도 있다고 하니 고민할 필요 없이 장바구니에 담도록 하자.

보너스로 할로우 나이트 이후로 플레이 한 비슷한 장르의 게임들 중 함량 미달인 애들은 제외하고 괜찮았던 녀석들의 간단 비교 글도 남겨본다. 지극히 개인적인 기준에서 작성된 글이니 가볍게 읽고 넘어가자.


괜찮았던 게임 - 오리와 눈먼 숲, 데드셀, 슬레인 : 백 프롬 헬





할로우 나이트와 오리는 아름답고 뛰어난 애니메이션을 바탕으로 완벽한 2D, 2.5D 환경을 구축. 필셀 기반의 그래픽을 선호하면 데드셀도 꽤 봐줄 만한 수준. 슬레인은 나머지 3게임에 비해 많이 투박하고 거친 편. 취향 밖이면 눈뽕 맞을 수도 있음.





사운드 트랙을 따로 판매하는 게임들 치고 BGM 완성도가 나쁜 게임은 본 적이 없다. 할로우 나이트, 오리는 플레이하는 내내 귀가 즐거웠음. 데드셀은 확 좋지도 나쁘지도 않은 그냥저냥한 배경음. 슬레인은 대놓고 헤비메탈 아케이드를 표방하는 게임이라 취향에 맞으면 갓. 아니면 똥이 될 수도 있음. 심지어 스테이지 클리어를 하면 주인공이 자동 헤드뱅잉까지 한다.





정확한 조작감과 각종 컴비네이션 활용, 뛰어난 액션셩에서 할로우 나이트와 데드셀이 압승. 모션이 좀 더 다양하다는 점에서 할로우 나이트에 점수를 더 줌. 오리도 조작감이 괜찮기는 하지만 두 게임이 비해서는 모자란 감이 있고 액션셩은 꽤 떨어지는 편. 슬레인 역시 플레이어가 원하는 조작이 바로바로 나오는 점에서 조작감은 괜찮으나 모션이 많이 부족함.





길 찾기 함정 돌파, 보스전. 모든 면에서 할로우 나이트 압승. 슬레인 역시 괴랄한 스테이지 구성을 보여주는데 각 스테이지의 길이가 짧은 편이고 길 찾기 요소가 없으며 중간중간 체크 포인트가 많아서 구간 패턴만 외우면 클리어가 크게 어렵지는 않음. 오리는 점프 액션에만 익숙해지면 플레이에 별 무리가 없음. 데드셀은 로그라이크 형식이라 초반 난이도는 상대적으로 가장 높은 편이라고 볼 수 있는데 포션 개수 업그레이드와 아이템 파밍이 어느 정도 진행되는 무렵인 플레이 타임 6,7시간 경계 후로는 난이도가 급락. 어지간히 아이템이 안 뜨거나 조작에 큰 미스를 내는 경우가 아니면 1시간 전후 플레이로 보스 클리어가 확정에 가깝게 이뤄짐. 물론 쫄보 플레이 시에만 확정에 가까움. 람보 메타로 달리면 확정 데스를 맛볼 가능성이 높음."
Hollow Knight,"Posted: 11 January
이건 너무 갓겜이라 문제임.
존나 잘 만들어서 눈이 너무 높아짐.
다른 게임 할때마다 할로우 나이트랑 비교함.

이거 해보고 메트로베니아가 취향이라고 성급하게 생각하진 마세요.
이건 그냥 취향 박살 낼 정도로 잘 만든 겜이라 재밌는 겁니다."
Hollow Knight,"Posted: 22 June, 2019
10/10
벌레소울
디자인 갓겜. 이야기 갓겜. OST 갓겜. 컨텐츠 갓겜.
게임 시작부터 끝까지 시종일관 내가 뭔가 '할 게' 있는 풍요로운 구성에
아무도 강제하거나 시키지 않았지만 내가 알아서 달성하게 만드는 목표들(일단 지형을 기록하기 위해 지도 모으기 -> 오브젝트 표시할 맵 마커 살 돈 모으기 -> 이동수단인 사슴벌레 정거장 열기 -> 맵 돌아다니면서 진입 못하던 곳 새 이동기술 얻고 나서 가보기 -> 전투 도와줄 부적 모으기 -> 보스 깨기 -> 뭐야 이거 완성 얼마 안 남았네 오늘 깨볼까 -> 이거도 -> 이거도 -> ... )
끊임없는 메트로배니아식 탐험·수집 컨텐츠에 힘쓰는 동안, 자연스럽게 게임에 동화되고 세계를 탐험하고 캐릭터들의 이야기를 들으면서 이 세계의 지난날을 추측하게 됨
그렇게 한번 파고들기 시작하면
여정을 따라가면서 알게 되는- 왕국에 닥친 비극을 생각하며 각 인물의 상황을 추측하게 되고
내가 이 인물들의 마지막 여정에 함께 하게 되니 그 비극성이 더욱 심화...
수집 요소만 모으고 못질만 하던 내가 어느새 이 여정의 주인공으로서 신성둥지라는 세계를 바라보고 있음
그리고 그 서사성의 극화를 도와주는 살떨리는 판정의 보스전들
소울류 게임으로 불리지만 2D라서 훨씬 속도 있는 전투가 가능하고
깔끔한 그래픽 디자인 덕분에 정말 직관적으로 패턴을 파악할 수 있음
나같은 피지컬허접스레기한테도 어떻게 피해야 하고 어떻게 딜넣어야 하는지 이론상 완벽을 성취할 수 있는 거 보면 말다했음
그러나 패턴은 직관적이지만 피격판정을 피하려면 계속 집중해야 하고
화살표와 zxc 단 세 개만으로 구성된 간단한 조작을 이용해서 그러나 스타일리쉬하게 플레이해야 함
c대쉬로 패턴을 회피한다든가 z점프 하단공격으로 체공시간을 늘려 보스의 돌진기를 넘긴다든가 x공격으로 투사체를 제거한다든가
훌륭한 전투 매커니즘이 요것들을 잘 활용할 수 있게 설계된 보스들의 패턴과 제대로 맞물리면서
죽어도 죽어도 죽어도 죽어도 재밌게 플레이할 수 있음 왜냐? 분명히 내가 몇 번은 피하고 딜넣는 데 성공했거든
딱 그런 식으로 실수만 안하면 이놈 잡아... 그렇지.... 그렇지..... (템포 빠르게 재시작)
그러다보면 플탐 20시간은 우습고 나처럼 더블로 뜀
또 다른 장점: 게임이 존나 혜자임
정가 만육천원에서 기대할 수 있는 퀄리티를 본편만으로 이미 뛰어넘은 데다가
딴 겜 같으면 dlc로 만원씩 더 받아먹을 추가 요소를 이 겜은 무려 공짜로 뿌린다
그림 극단 같은 말도 안되게 재밌는 보스전이 포함된 콘텐츠가... 이걸 공짜로 뿌렸다고??
이 게임의 장점을 열거하자면 수도없이 많다
OST도 분위기 있고 좋아서 세일하면 사려고 눈에 불켜고 대기 중이고
어디서 봤는데 게임 색감도 섬세하게 디자인된 결과라고 해서 감탄하고(위험한 오브젝트를 밝은 주황색으로 두고 게임의 배경은 그 보색인 보라~파랑~초록으로 잡아서 대비 강조)
공식 한글화까지 되어 있는 미친 갓겜
하루에 한두 시간쯤 건드릴 생각으로 시작했던 게임을 어느새 나도 모르게 일당 4시간 이상
2주 넘게 미쳐서 달라붙었는데도 아직 최종 컨텐츠를 못깬 미친(갓)겜
풀컨텐츠까지 4% 남았던데 솔직히 하드코어 보스러쉬인 만신전은 못하겠어서 나는 이쯤에서 만족스럽게 게임 클리어로 친다
하는 동안 너무 즐거웠고 끝까지 포만감 끝내주는 겜.
정말 재밌었습니다. 훌륭한 경험하게 해 줘서 고맙습니다 팀체리.

-

결국 112% 겜 완료하고 순그까지 깼지롱~ㅠ"
Hollow Knight,"Posted: 10 April, 2017
매트로베니아의 정석, 남녀노소 좋아할 수 밖에 없는 아름다운 그래픽과 세세하게 짜여진 세계관 스토리, 그리고 그 모든 것들을 받쳐주는 있는 정말 좋은 음악과 액션까지 뭐하나 빠짐없이 게임속에 녹여 냈습니다. 다소 어려운 난이도와 길찾기에 살짝 맵다고 느껴지기는 하나 다른 많은 요소들이 완벽에 가깝기 때문에 매운맛까지 중화시켜주는 밸런스까지 갖춘 게임입니다."
Hollow Knight,"Posted: 21 April, 2019
아무것도 모르는 뇌로 잊혀진 교차로에 처음 들어간 순간 느꼈던 두려움과 호기심을 다시 한번 맛보고 싶다"
Hollow Knight,"Posted: 12 February, 2020
이 게임은 절대 떠다먹여주지 않습니다. 알려준다면 스킬사용때 무슨 키를 누르시오.만 알려줄 뿐 다른 건 전혀 알려주지 않습니다.
난이도는 그냥 미쳤습니다.누군가 쉬워요,라고 말한다면 그건 당신에게 이 게임을 시키려는 속셈이거나 아니면 엿을 주기 위함입니다.고인물도 이 게임은 쉽다고 하지 않습니다.그건 당신에게 게임을 하게 하려는 '계략'입니다.

이 게임 내내 영혼을 채울 석상을 찾거나 아니면 한대 만 더때리게 해달라고 외치거나 간절하게 '지도장수'와 '사슴벌레 정거장'만을 찾게 됩니다.
내 귀지 만한 모기놈에게 맞아서 피가 닳았다고 자신의 컨트롤을 욕할 필요는 없습니다.모두 그렇게 하고있습니다.
점프가 내 맘대로 안되서 추락해서,가시에 찔려 죽었다구요?모두 그렇게 하고 있습니다.
스트레스 풀려고 게임을 하다가 스트레스를 더 받게되는 게임 류의 하나입니다.아니 그런데 '왜'하고있냐구요?
'재밌습니다.'아 해냈다는 '성취감이 기가 막힙니다.'

한가지 초반 팁을 드리자면 코니퍼(지도장수)를 만나고 지도를 산 후에, 흙의 마을에서 '나침반'과 '깃털 펜'을(초반에 돈을 모아) '꼭' 사세요.
이걸 어떻게 아냐구요?

저도 알고싶지 않았습니다."
Hollow Knight,"Posted: 21 September, 2021
거짓의 기사에게 쩔쩔매던 때가 잊혀지지 않는다
비내리는 눈물의 도시를 본 전율이 잊혀지지 않는다
시체잠복수를 보았던 공포가 잊혀지지 않는다
퀴렐과 함께 우무우를 잡던 우정이 잊혀지지 않는다
고통의 길의 끝에서 공허의 기사를 보던 슬픔이 잊혀지지 않는다
광휘를 보았을 때의 위엄이 잊혀지지 않는다

이 게임을 처음 하던 때로 돌아가
다시 한번 이 기분을 느껴보고 싶다"
Hollow Knight,"Posted: December 30, 2018
워낙 평이 좋은 게임이라 할인기간에 사봤습니다. 게임플레이시간은 그다지 길지않지만, 대체적으로 제 주변의 반응과 제가 10시간동안 플레이하면서 느낀점 위주로 장단점을 써보려고합니다. 개인의 주관이기때문에 참고만해주시면 감사하겠습니다.

[장점]
1. 일단 맵과 음악이 정말 몽환적이고 아름답습니다. 제가생각하는 최대장점이고, 10시간동안 정말 감탄많이했습니다. 맵 탐험하는 재미가 정말 쏠쏠했고, 맵넘어갈때마다 두근거렸어요. 정말 맵 예쁩니다. 몽환적인 분위기, 잔혹동화 분위기(?) 같은거 좋아하시는 분들은 정말 좋아하실거같다는 생각이 드네요. 저도 그런 분위기를 좋아해서 이 게임을 처음 사게됐던 것 같습니다.

2. 한글화 잘되어있다는 생각이 들어요.

3. 캐릭터들 전체적으로 매력있고, 몬스터들도 귀엽습니다. 게임설명에 >벌레<라고 나와있어서 거부감드는 분들이 있을수도 있을것같은데 귀엽게 표현되어있는 경우가 많습니다. (일부는 좀 징그러울수도있겠네요)

4. 보스 패턴들 굉장히 다채롭고 공략하는 재미가 있었습니다. 주요 보스가 아니라 맵 중간중간 서브보스들(?)도 다 패턴다르고.. 몬스터마다 특징있고 정말 얘는 어떻게 죽이면 될까 고민하는게 되게 재밌었습니다.

5. 전투방식의 다양성도 좋았어요. 점점 갈수록 전투스킬 추가되니까 어떻게 전투할지 머릿속에서 구상하고 보스전에서 써먹고 하니 정말 재밌었습니다.


[단점]
1. 컨트롤 자신 없으신분들은 길가다 죽을 가능성 정말 높습니다. >>맵지나다니는 난이도가 되게높은 느낌입니다.<< 그래서 우겨우겨 저멀리서 왔는데 처음부터 다시 와야되고 돈도잃고 하는 경우가 너무많을수 있어요.
새로운 이동기술을 배워도 안전하게 연습할 곳도 없습니다. 여러번 죽으면서 돈도잃고 하면서 겨우겨우 익숙해지셔야하는데, 저는 이부분이 되게 스트레스였어요. 개인적으로는 벽타기가 너무 큰 허들이었습니다. 벽타기 하면서 그거로만 몇번죽고나니 '이것도 못하는데 내가 이 게임 엔딩을 볼 수 있을까?' 라는 생각이 정말 많이들더라구요. 개인적으로 뽑는 최고단점이라고생각합니다.

2. 어느정도의 가이드라인이 필요하다고 생각하시는 분들은 정말 답답하실 수 있습니다.
스토리는 있는데 그 스토리를 진행하기위해서 어떻게 해야하는지에대한 사전정보가 거의 주어지지않습니다. 정말 내가 탐험하고 추측하는 것만으로 거의 모든걸 진행해야하는데, 그러다보니 내가 왜 이곳을 못지나가지? 에 대해서 스토리진행이 안된건지 아니면 내가 뭔가 빠뜨리고 안하고온건지 등등을 전혀 모르게됩니다.
(가이드라인이 너무 없어서 게임조작법마저 잘모르겠더라고요.... 분홍버섯점프하는 방법이 아래키누르고 공격하는거라니...)
고로 난 그래도 미지탐험하는게 좋다! 하시면 정말 이만한 게임이없는데, 저는 늘 메인퀘스트 땅땅! 이대로 하심됩니다! 하는게임 위주로 많이해왔다보니(rpg게임 위주로많이했습니다) 많이 답답했었네요.
(오픈월드랑은 다른느낌입니다. 퀘스트라고 할만한 것도 없고 그냥 돌아다니다가 보스나오면 보스죽이고 길막히면 다른곳찾아보고 하다보면 흘러가듯이 스토리가 진행되는게임이에요.)


---------------------------------------------------------------------------------------------------------------------

저는 보스전은 어려워도 괜찮은데 보스전 가다가 죽고, 그냥 길가다 몹한테죽고, 길에 나있는 가시나 끓는물(?)에 다쳐서죽고를 너무 반복하다보니 스트레스로 다가왔었어요. 제 주변사람들 중에서도 할나를 산 분들의 대체적인 평 역시 비슷했습니다. 게임 자체는 재밌는데 내가 너무 못해서 길가다 자꾸 죽으니까 짜증났었다고.


결론적으로 제 주관으로 판단하자면
이게임을 추천한다면 이런분들께 해드리고싶습니다.
1. 퀘스트 없이 이곳저곳 탐험하며 돌아다니는게 좋다.
2. 몽환적인 분위기와 연출을 좋아한다.
3. 캐릭터들이 매력있으면 게임에 애정이생긴다.
4. 전투스타일이 단조로우면 지루해한다.
5. 컨트롤을 어느정도 요구하는 게임을 하고싶다.

이런분들께는 비추하고싶습니다.
1. 그냥 길가다 죽는거에 굉장히 스트레스받는다.
2. 어느정도 가이드라인이 있어야 안답답하다.
3. 컨트롤요구 없이 스토리만 즐기고싶다.
4. 죽으면 패널티가 크게 작동하는게 싫다. (수중의 돈 전체가없어집니다. 만약 안없어지게하려면 자기가 죽은장소까지 가서 회수해야하는데, 만약 가다가 죽으면 아예 없어집니다.)
5. 길 잃는걸 안좋아한다. (맵이 정말정말정말정말!!!! 복잡합니다. 처음받는 지도는 미완성인데다, 지도를 봐도 내가 왜 헤메는지 몰라서 더헤메더라고요...(분명 여기로 가는 입구는 지도에따르면 여기여기 두개인데 왜 둘다 길이막혀있지??같은 상황이 발생합니다.))
6. 얻은 스킬들을 진득하게 연습하는걸 좋아한다.(?) (6번은 그냥 새스킬 얻어도 여러번 써보면서 맘편하게 연습할공간이 없다는 얘기입니다. 연습없이 바로 실전들어가서 죽고 왔던길 다시오고 이러는게 스트레스이신분들에겐 힘들거같아요.)



게임은 정말 재밌었으나, 저에겐 너무 힘든게임이었네요. :) 제가 좀만더 컨트롤이 좋았다면, 혹은 컨트롤이안좋아도 진행이안되는 것에 스트레스받지 않았다면 엔딩까지 쭉 잡고 플탐도 50몇시간 100몇시간 이렇게 찍지않았을까 싶습니다.

좋은 게임 만들어주셔서 감사합니다."
Hollow Knight,"Posted: February 6, 2018
오리와 눈먼 숲을 플레이 해보셨다면 금방 적응하실 수 있지만, 오리가 신라면 수준이라면 할로우 나이트는 불닭볶음면에 캡사이신 두 바퀴 휘두른 다음 청양고추도 썰어넣은 듯한 느낌이네요 하하

같은 보스에 계속 죽으며 모았던 돈이 날아가고 다시 보스가 있는 곳 까지 향하는 당신의 모습을 목격한 순간 당신 입에서는 ㅆ1발 소리가 절로 나올겁니다

참고로 그 외에 나오는 소리엔 ""아니 쟤랑 안 닿았다고"" ""아 지도 어딨냐고"" ""아 나침반 왜 애매하게 공간 차지하냐고"" ""아 보스방 안갈거였다고"" ""저 새낀 또 뭐냐고"" ""아니 왜 안뒤지냐고"" ""아니 보스방까지 왜 또 겁나게 머냐고"" ""미친게임 내가 오늘 이후로 손대면 인간이 아니다"" ""왈왈"" 등이 있습니다."
Hollow Knight,"Posted: August 28, 2021
실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?실크송?"
