title,reviews
ShellShock Live,"Posted: 9 February, 2017
EARLY ACCESS REVIEW
플레이타임 보시면 알겠지만.. 나름 오래 했습니다.

상당한 플레이타임이 지나도 언락되는 무기들의 매력에 계속 잡게 되었네요.

우선 초반에 100.*의 (파워.각도)는 자제하시는게 후반부 실력향상에 도움이 됩니다. 물론 100.86같은 게이지 테두리 맞추는 방식으로는 고렙방에서 살아남기가 힘듭니다.

제일 중요한건 어떤무기가 어느 각도 어느파워로 맞췄을떄 가장 큰 데미지가 나오게끔 조절하는게 중요한 것 같습니다. 턴마다 무빙해줘야 하는 것은 당연하구요. 제일 많이 하는 실수들은 정면 100샷입니다. 보통 땅이 패이면서 상대방 탱크의 높이는 낮아지게 되는데 지속적으로 안착하는 탄환이 그탱크가 가라앉는 뎁쓰위가 됩니다.. 이런 경우는 약한 곡사포로 안착을 시켜줘야 최대한의 대미지를 뽑을 수 있죠 플레이 하시다 보면 쏘는 방식에 차이를 둬야 한다는 점을 깨닫게 되실겁니다.

지나간 말중에 팁이 있었는데 100.86은 자기턴일 떄 포사각을 조절하는 탱크주위에 동그란 원 정확히 끝에 (상대방과 나의 높이가 같을 시)떨어지게 됩니다. 그리고 87 88 조절해 보시면 각 숫자마다 엄지손톱 (제 모니터 기준)정도의 거리차이가 있습니다. 이걸로 정확한 타격이 가능합니다. 고각으로 쏠 수 밖에 없는 경우 저도 가끔 사용하구요. 이점 초반에 활용하시면 탄착예측을 어느정도 할 수 있게 됩니다."
ShellShock Live,"Posted: 12 October, 2015
EARLY ACCESS REVIEW
""와...이런게임이 있었다니..""

슈팅게임입니다.
<특이사항>

1. 번지가 없고 지형이 중력 영향을 받습니다

2. 포격 당해도 각도가 변하지 않고 차징을 따로 하는 게 아니라 파워랑 각도를 설정한 뒤에 발사 버튼을 누르기만 하면 포격되는 형식입니다

3. 그 전턴 포격의 궤도가 표시되어 더욱 수월히 진행 가능합니다

4. 레벨 개념이 있어 랩업시 스탯포인트를 주어 그걸로 탱크를 업그레이드 합니다

5. 매우 많은 종류의 무기가 있습니다. 무기는 사용시 경험치가 쌓여 업그레이드 되는 형식입니다

6. 그래픽이 엄청나게 고해상도까지 지원하여 뜻밖의 영상미를 제공합니다

7. 포격 사운드 이팩트 전부가 매우 빵빵하여 타격감이 훌륭합니다.

8. 멀티 기본이지만 멀티가 부담스러우신 분들은 싱글을 하면서 천천히 연습하실 수 있습니다.



캠페인 개수도 많고 퍼즐요소도 가미되어 시간가는 줄 모르고 하게 되네요. 10점 만점에 10점. 흠 잡을 구석이 없는 게임입니다.


지금 보니 얼리억세스였네요. 한번 더 감탄하고 갑니다"
ShellShock Live,"Posted: 29 May, 2020
포트리스류 게임을 좋아하시는 분들에게는 이것만한 게임이 없을 것같네요.

추천합니다."
ShellShock Live,"Posted: 10 March, 2016
EARLY ACCESS REVIEW
꽤 재미있습니다. 반면에 생각보다 로딩이 거슬림"
ShellShock Live,"Posted: 27 November, 2020
약간의 어려움이 있지만 탄도학만 알면 재밌는게임 :)"
ShellShock Live,"Posted: 2 December, 2020
고전게임이었던 '포트리스'와'Scorched Earth'이 생각나게 하는 게임
혼자해도 재미있고, 친구하고 해도 재미있음"
ShellShock Live,"Posted: 2 April, 2021
""야 딱대 ㅋㅋ"" 와 ""한번만 봐주라"" 의 영원한 싸움"
ShellShock Live,"Posted: 2 December, 2019
EARLY ACCESS REVIEW
天安門."
ShellShock Live,"Posted: 16 October, 2016
EARLY ACCESS REVIEW
와....... 이 게임을 산지 3달 조금 넘어가는데 일단, 레벨업이 매우 빠릅니다. 또한, 무기도 계속 업그레이드 되고 있고, 재미있습니다.
하지만 레벨이 낮을 때는 레벨업이 시급합니다. 친구와 뜨는 것을 추천하고요, 50레벨 넘으면 멀티를 제대로 돌으면서 양민학살을 하시면 됩니다"
ShellShock Live,"Posted: 11 March, 2016
EARLY ACCESS REVIEW
영상을 보고 피격했을때의 이펙트가 모자른 느낌이 들었지만 멀티를 한번 해보고 그 인식을 바꿔버린 게임.

아직 이 게임을 그리 많은 시간을 하지 않아서 잘은 모르지만 약 2시간을 하고 느낀점을 적는다면

이 게임의 장점은 일단 정말 엄청나게 다양한 무기들이라고 할 수 있겠네요.

플레이어들은 처음 라운드가 시작할때 자신이 소유하고 있던 무기중 랜덤으로 지급이 됩니다.
이 무기들은 레벨업을 통해 종류가 점점 늘어나며 최종적으론 눈여김으로 보아도 100개는 가뿐히 넘는 개수의 무기가 존재합니다.
그리고 레벨이라는 시스템이 있어서인지 자신의 탱크를 원하는대로 육성 할 수가 있습니다!
공격특화형,방어특화형,기동성특화형,운 특화형,잡캐형 등 스텟을 어떻게 찍느냐에 따라 완전히 다른 탱크를 소유 할 수 있습니다.

2. 이 게임에는 바람 시스템이 존재하지 않습니다!
심지어는 자신의 탱크 옆에 수치로 현재 조준을 몇도로 하고 있는지,파워는 얼만큼인지 까지 나옵니다.
그래서 저 같은 이런류의 게임은 쥐약이신분들은 게임을 손쉽게 즐길수가 있습니다.
(저 같은 뉴비인 사람이 멋지게 고각도 슛을 맞췄을때의 쾌감은...어마어마 합니다 ㅋㅋㅋ)
*바람 시스템이 없는 대신 다른 독자적인 시스템이 존재합니다.
플레이를 하다보면 중간중간 보라색 도형이 생기는걸 볼수있는데 이 도형은 모든 무기들을 튕겨냅니다!
이 반사막을 이용해서 적을 맞췄을때의 쾌감도 어마어마 합니다...정말

3. 중간에 무기 보급 시스템이 있습니다.
이 게임은 무기가 다양하지만 각 무기들은 일정량의 개수가 있습니다. (약 1~3개)
그야 폭격이나,박격포등 강력한 무기들도 있으니 당연한거겠지요.
만약에 게임이 어느정도 진행되서 무기의 탄약이 거히 떨어진 상태라면 위에서 보급품이 내려와 줍니다.
이 보급품은 기본적인 무기 몇개와 무조건 딱 한개는 특별한 무기를 지급해줍니다!
그 특별한 무기는 무조건 단 1발만 있지만 그만큼 정말 강력한 무기입니다.
필자는 이 게임을 하면서 보급품이 내려오면 무슨 레어무기가 들어있는지가 가장 궁금해집니다 ㅋㅋ
원자 폭탄,빠칭코,달 등등...(빨리 다른것도 먹어보고 싶네요 ㅎ)

필력이 좋지않다보니 글이 완전 더러워졌지만 양해 부탁드립니다...
그럼 이제 몇 안되는 단점을 적어보겠습니다.

레벨 시스템이 있다보니 만약에 올드유저와 플레이를 하게 된다면 그 게임은 이기기가 매우 어려워집니다...\
만약에 레벨차가 압도적인 플레이어와 붙게 된다면 평균 데미지가 100인 무기를 자신이 맞췄을때는 70정도 들어간다치면
상대방이 맞췄을때는 130정도의 딜량이 들어옵니다...
물론 실력이 자신이 월등하다면 이길 수도 있지만 그건 어렵겠지요.

그리고 또 다른 단점을 꼽자면
처음에 주는 무기갯수,종류가 랜덤이다보니 약한 무기가 1발이고 강력한 무기가3발인 경우 있습니다.
저도 이런 경험이 있었는데.
바주카 포가 1발이고 폭격이3발인 경우였지요.(그 덕분에 그 게임은 매우 유리하게 돌아가버렸습니다.)
이런 경우는 드물지만 재미를 반감시킬수도 있다는 점은 부정할수 없겠네요.


그래서 간단하게 정리하자면

이 게임 재밌어요!


----------------------------------------------------------------------
이제보니 방에서 바람기능 설정을 on/off 할 수 있네요 ㅎㅎ;;
보통은 off로 설정 되있어서 전혀 몰랐지만 실력이 늘어난다면 켜보고 하는것도 나쁘지는 않겠네요."
