game,review
DRAGON BALL Z 폭렬격전,"분명 현질 효율이 별로고, PVP요소가 없는 혼자하는 게임인데다가 컨텐츠가 부족해서 어느정도 진행하면 재미가 없어질수도 있음. 그러나 원작을 진짜 최대한 반영해서 드래곤볼 스토리가 전부 안에 들어가있고, 캐릭터 일러스트랑 연출이 굉장히 좋은데다가, 현질효율이 안좋지만 인게임 재화를 게임을 꾸준히 하기만 한다면 충분히 얻을 수 있다는 점이 장점이다. 게다가 LR이 제일 높은 등급임에도 상황에따라 UR 캐릭터나, 공짜로 얻을 수 있는 캐릭터가 더 좋을때도 있어서 캐릭터 몇명의 강함이 중요한게 아니라 조합을 맞춰서 사용하는게 중요한 게임이다. 무과금인데 원기옥 오공까지 받은 사람으로써 현질까지 하는 유저들이랑 비비긴 어렵고, 내 계정은 광을 다캐서 폐광이 되어버린지 오래지만 그래도 연출보는 맛이 있어서 재미있다."
DRAGON BALL Z 폭렬격전,"정말 재밌고 잘만든 게임입니다. 이 게임은 옛 만화 드래곤볼을 빗대어서 만든 게임인데 필살기를 사용할때 원작보다 화려한 모션을 볼 수 있어서 눈호강을 재대로 했습니다. 초보자들에게 꿀팁: 초반엔 스토리깨고 처음에 실행하라는 미션을 클리어 하세요 그럼 그동안 용석을 많이 쌓을 수 있습니다. 그리고 뽑기를 아무거나 뽑지말고 잘 선택해 뽑으세요 LR이 많이나오는 뽑기부터 그 다음 무료LR손오공을 얻는 미션을 하세요 그러면 팀이 상당히 강해집니다. 팀 편성도 잘해야돼요 그리고 수련으로 캐릭터 레벨올려주면 스토리는 무조건 이깁니다. 나중엔 각성메달모을때 노가다가 많이 있는데 그때쯤 많이 접는데 접지말고 끈기를 가지세요 제가 그래서 LR이 10개가 넘어요 제가 해본것중 가장 오래하고, 가장 재밌습니다. (자신이 지웠다가 깔고를 많이 실행하고 분석해낸 최고의 성장법 이었습니다) 그리고 나중에가면 필살기 모션이 너무 멋져져요 초반엔 쫌 안멋있는데말이죠 노력하세요! 긴글 읽어 주셔서 감사함다"
DRAGON BALL Z 폭렬격전,스테이지 클리어시간이 길지않고 짧지도 않은 약 2~3분이면 끝나서 많은 시간을 들이지 않아도 스테이지를 클리어 할수 있으며 1스테이지당 총 3개의 난이도로 구성되어 있고 각각 처음 깰때마다 용석을 줘서 현잘하지 않는 유저도 뽑기하는 데 지장이 없고 다른 이벤트나 출석보상으로 용속을 괜찮게 주기 때문에 일러스트도 멋지고 기술 그래픽도 괜찮고 최고의 퍼즐겜인거 같다
DRAGON BALL Z 폭렬격전,스토리 별 미션 깨고나면 할게 없는 게임 솔직히 경험상 랭크 400을 넘기면 가챠와 천하제일 무도회 뿐이어서 그렇게 길게하지는 못해요 게임 자체는 이펙트와 필살기 모션등이 다채로워서 좋음. 스타트도 앱플을 이용한 빠른 리세도 가릉하기에 무과금유저도 편하게 스타팅 할 수 있어요.
DRAGON BALL Z 폭렬격전,"건의드립니다. 게임을 이미 클리어한 난이도를. 스킵할수 있는 기능을 추가하셨으면 좋겠습니다 사유 메인 ,이벤트를 진행하면. 각성아이템을 먹어야하는데 솔직히 했던거를 또하고 반복적으로 하니 불편한 점을 느껴서 스킵기능을 추가하여 게임을 진행하고자합니다 그럼 오래시간 안걸리고 편하게 할수있을듯 합니다 소비되는것은 스탭으로 소모하여 진행을 하면 더 괜찮을까 생각하고 건의하였습니다 스킵기능을 전투장면을 건너뛰기할수 있도록 해주세요 이 글을.보실지는 모르겠습니다"
DRAGON BALL Z 폭렬격전,"드래곤볼 컨텐츠를 활용하여 잘만든 게임입니다. 2년 조금 넘게 하고 있는데 지속적으로 짬짬히 하기 참 좋네요. 지루할 만하면 새로운 이벤트, 캐릭터를 내놓아 의욕을 불태우구요. 가끔 뽑기 실패로 빡칠때도 있지만,전반적으로 즐겁게 할 수 있네요.최근에는 필살기 모션이 거의 애니수준으로 업그레이드 되어 더욱 즐겁습니다^^"
DRAGON BALL Z 폭렬격전,"이 폭렬격전이라는 게임 정말로 재밌게 플레이 하고있는 유저 입니다. 제가 오늘 이렇게 하면 어떨까? 라는 생각을 했습니다. 모든 게임에도 지루할 때가 종종 있습니다.그래서 제가 생각한 것이,자동이라는 버튼이 생기면 좋겠습니다.자동 버튼은 자기가 모험을 자동으로 해주는 것 입니다. 어쩔때는 지루하지 않다!라고 생각하면 자기가 모험을 한 스테이지씩 할 수 있고, 오늘은 지루하다!라고 생각하면 모험을 한 스테이지씩 자동으로 해주면 좋을것 같습니다. 이렇게 하면 유저들이 더 재밌게 쉽게 편하게 할 수 있을것같아서 이'자동버튼'이 생기는게 제 바램 입니다! 폭렬격전이란 게임을 만드셔서 감사합니다. 그럼 좋은 하루 되세요!ㅎㅎ"
DRAGON BALL Z 폭렬격전,"여태까지 해온 게임들 중에 가장 오래동안 해온 게임. 점점 나아지는 캐릭터 연출과 다양해지는 캐릭터 성능. 확률이 나쁘지 않게 느껴지는 뽑기. 나쁘지 않은 용석 수급. 무과금 유저도 편하게 즐길 수 있는 게임. 다만, 게임 내 여러 컨텐츠를 충분히 즐기기 위해선 어느 정도 시간을 들여야함. 게임에 투자한 시간이 아깝지 않게 즐기고 있음."
DRAGON BALL Z 폭렬격전,핸드폰 게임에 돈 쓸 여력이 있다 드래곤볼을 다 봤다(혹은 어느 정도라도) 게임이 재미없어도 애정으로 할 수 있다 위 3가지 충족하면 고 아니면 오래 못함. 손오공이 분노해서 초사이어인 되는 장면 손오반이 손오공과 함께 에네르기파하는 장면 손오공과 베지터가 합체하는 장면 이거 보는걸로도 행복한다면 이만한 게임이 없음 추가로 고인물들을 위한 극상 난이도 미션도 많음
DRAGON BALL Z 폭렬격전,이겜할 바엔 드래곤볼 레전즈한다. 그치만 이겜만의 장점이 있긴하다. 애니만 본사람들은 (나처럼)드래곤볼 레전즈 보다 좋아할수있다. 왜냐 이겜은 모션 캐릭터 모든게 애니처럼 되있기때문이다. 그리고 실드하나만 치자면 어차피 드볼 레전즈도 운빨 가챠겜 이니 운빨 그런거로 비교는 하지말자는 것이다.이상 평점 리뷰였습니다
DRAGON BALL Z 폭렬격전,이 게임 처음 나왔을때부터 해오던 유저입니다. 그때의 계정은 사라졌지만 기억은 남아있네요. 게임 신캐들이 발전하지만 구캐릭터들이 잘 안사용되는건 아니여서 좋아요. 보상도 꽤좋아서 현질없이도 게임을 충분히 즐길 수 있네요. 또 같은 보상으로도 유저에 선택과 노력을 통해서도 강해지는 여러가지 선택이 가능해서 좋네요. 이 게임회사가 하는 게임들을 대부분 좋아하는데 이게임이 가장 재밌다고 생각됩니다.
DRAGON BALL Z 폭렬격전,정말 재미있습니다. 다만 스토리모드가 너무 난이도가 낮아서 흔히 말하는 만렙컨텐츠에 빨리 도달하기 때문에 쉽게 지루함을 느끼게 되는 것 같아요. 스토리모드 확장 및 난이도추가로 스토리도 그저 용석캐기가 아닌 깨는맛이 있는 컨텐츠로 자리잡았으면 좋겠습니다!!
DRAGON BALL Z 폭렬격전,극악의 뽑기확률. 내가 이게임을 못 끊는 이유는 단하나. 그동안 들어간 돈이 아까워서. 기존 카드들이 극한으로 보완된다고는 하지만 엄청난 중복카드들은 더이상 쓸데가 없고 교환포인트로 구입할것들은 정말 필요없는것들. 새로나오는게임들과 제대로 경쟁하려면 반성좀 많이해야할거같음. 한국에서는 스토어 1위한적도 없지만. 이제는 해외스토어에서도 반짝이라도 1위 못하는거보면 반성하시길.. 더이상 이게임은 투자는 안할거같음 그나마 유저들의 입장이 반영이 제대로 된다면 별점 바꿔줄 생각은 있음 20201013새리뷰 컨텐츠에관한노력이 좋다. 그래도 쓸데없는 극악의 뽑기와 기존카드 성능도 성능이지만 필살기 액션 리뉴얼좀 더 진행해줬음 좋겧다. 별점 2개로 상승ㄱㄱ
