game,review
퍼펙트 아레나,평점 4.6이라는게 이상할 만큼 최악의 게임. 평점 조작이나 보상으로 평점 유도 했을터... 일반 양산형 대전 게임인데 그래픽은 10년전 보다 못하고 페이지 넘어갈때 마다 잦은 로딩 버벅거림에 조잡한 인터페이스로 인해 게임 몰입도가 아예 없는 수준. 게임 진행이 굉장히 느리며 빠른 스킵 가속 배틀이 없어 굉장한 답답함을 유발 시키며 스킬 타격감 모두 최악인 말 그대로 게이머를 호구로 보고 돈만 뽑아 먹을 생각으로 출시한 게임인듯. 단점은 많으나 장점은 1도 없는 양산형중에서도 최악의 게임 30분 해보고 바로 삭제 합니다.
퍼펙트 아레나,쉽고.빠르고.재미지다. 재미난게임 퍼펙트아레나~~ 감사합니다. 컨텐츠가 많아 몰입도가 상당하네요. 열심히 하고 있습니다. 근데 요거 PC에서도 가능하네요. 어라~~ 멍미? 하믄서도 플레이 하고 있습니다. 사무실서 휴대폰 돌리믄 좀 눈치라. 컴터로 살짝쿵 플레이 하고 있습니다. 물론 플레이 안해도 성장하지만 보는 재미가 있어서요.ㅋ 계정 두개 돌려가믄서 해도 되겠네요. 즐거운 컨텐츠 듬뿍 만들어 주시길.. 뽜이팅입니다.
퍼펙트 아레나,튜토리얼 하는데 전투는 너무 심각하게 느려서 답답할 정도고 계속 몇초 멈췄다가 공격하고 인내심 테스트네요.. 참고 해볼려했는데 도저히 지루해서 못하겠어요 게임 스킬 임펙트도 없고 타격감도 없고 겜 전장 그래픽도 살짝 떨어지네요 전투 속도 향상 시키면 그때 다시 한번 해볼게요.
퍼펙트 아레나,컨텐츠가 다양해서 즐길거리가 많아요 좀 할게 많기는 하지만 투력이 되면 빠르게 넘어갈수있도록 된 부분도 있어서 편했습니다 다만 과금요소를 조금만 줄여도 충분할텐데하는 아쉬움은 존재하구요 게임을 오래하는 분들도 혜택을 받을수있는 출석보상을 조금만 더 강화해주셔도 좋을듯 합니다
퍼펙트 아레나,제작사가 중국인지 대만인지 모르겠지맛 나름 괜찮습니다. 무과금으로 하기에는 진행상 끊기는 부분 많긴 합니다. 무과금으로 꾹 참고 하실분 하시면 됩니다. 일단 아무생각없이 그냥 깐 타 게임에 비해 2주째 하고 있습니다. 여타 게임이 그렇듯 갈수록 장벽이 심해지긴 합니다. 무과금으로 3주째 삭제할듯.
퍼펙트 아레나,"리뷰처음남기는데 진짜 오랜만에 재밌는 게임 찾아서 즐겁게 하고있어요, 초반에 많이 퍼주고 이벤트도 많아서 어느정도 덱 맞추고 현재 컨텐츠 즐기고 영웅 키우면서 하고있어요. 재밌는 요소가 곳곳에 있어 시간가는줄도 모르고 하고있네요. 다들 초기인 지금 주는거 많이 받으시고 게임해보세요. 갓겜!"
퍼펙트 아레나,전투가 느린데 배속 옵션이 없길래 뭐지 이 구시대적인 게임은? 이라고 생각했지만 거기서 나가도 실시간으로 전투가 이어지는 걸 알고는 한 번에 여러 컨텐츠를 할 수 있어서 숙제가 지루해질 틈조차 없게 만든 이 발상이 기발하다고 느꼈다. 겜 출시한지 얼마나 됐다고 벌써 전투력이 수백만인 사람들이 많이 보이는 걸 봐선 과금 효율이 괜찮은 모양인데 무과금으로도 꽤 할만 하다. 다만 밸런스는 좀 별로인게 몇몇 광역 딜러는 너무 약해서 단일 딜러에비해 장점이 없다고 느껴진다. 그리고 업글하는데 드는 재료 개수가 상당해서 무소과금은 어느순간부터 스팩업을 못해서 급브레이크가 걸리고 마는데 이건 뭐 AFK아레나류 게임에선 정도의 차이가 있을 뿐 어디서나 있는 문제점이라 이것이 터닝 포인트가 돼서 과금을 유도하는 시스템이니 이해는 된다. 한가지 확실한건 천천히 할만한 게임이라는 것
퍼펙트 아레나,아직 초반이라 그런지는 모르겠지만 전반적으로 게임이 루즈하지않고 빠르게 진행됩니다. 원하는 영웅 장비도 쉽게 얻을 수 있어서 무과로 진행하는데 큰 무리없습니다. 간만에 재미있는 게임하는것 같네요.
퍼펙트 아레나,"20년전 웹게임 수준에도 한참 미달인 게임입니다. 현 게이머들 눈높이에 못 맞출 것이란 건 그 누구도 쉽게 예상 할 수 있음에도 오픈을 했다는 건 이 게임의 오픈 목적이 다른 곳에 있다는 걸 의미 합니다. 첫째로 게스트 계정을 지원하지 않습니다. 구글 계정 외 로그인이 불가능합니다. 두 번째로 게임 탈퇴(회원 탈퇴)를 지원하지 않습니다. 셋 째 ""중국"" 위 세 가지만 봐도 개인 정보 수집이 목적이란 걸 알 수 있습니다. 시작도 하지 마시길."
퍼펙트 아레나,게임을 보통보면 현질유도한게임도 많구 이벤트도 부실합니다 하지만 이게임은 현질러만큼은 따라갈순없겟지만 시간만 투자하면 될정도로 이벤트도 받고 보상도푸짐합니다 정말퍼주는 느낌이랄까요^^ 지금투력이 5천만이넘엇네요 무과금으루요 이정두만되두 충분히즐깁니다 지금여기서 시간을더투자하면 더오를테구요 정말 시간가는줄모르고 즐기는게임 퍼펙트아레나 강추합니다
퍼펙트 아레나,"확실히 재밌음. 최근 겜 중 가장 할만 하다고 생각함. 무소과금도 즐길만하고 랭킹도 나름 들만함. 다만 아직 인터페이스가 확실히 안눌려서 뭐를 누르면 스크린이 내려감. 중국겜이라 앞으로 운영이 걱정되는데, 그 부분만 신경 써주면 좋겠음"
퍼펙트 아레나,리세마라가 재미있으면 이거 한번 잡숴봐! 많이 퍼주고 단계별로 뽑기 기회가 진짜 많아요. 저는 여러 서버를 거치면서 많은 캐릭과 덱을 경험해봤습니다. 리세마라가 즐거운 컨텐츠라고 생각한다면 이겜 잘맞으실거에요.
퍼펙트 아레나,친구따라했다가 그래픽이아닌 게임성으로 한번 손대면 멈출수없음. PC에서 크롬같은 인터넷 브라우져로 하는게 더 클릭도 쉽고 좋으네요
퍼펙트 아레나,퍼펙트 아레나 컨텐츠도 많고 이벤트도 다양하며 되게 의외로 재밌고 영웅들 모으는 취미 있으신 분들이라면 강추 !! 저는 완전 재밌게 하고있슴당~
퍼펙트 아레나,쉽고 재밌는거 같습니다 무엇보다 현재 이벤트 진행중이어서 그런지 무소과금이어도 챙길 수 있는건 챙겨갈 수 있는게 정말 좋은거 같습니다~
퍼펙트 아레나,라퓨타 신섭 하고있습니다 근데 충전을 햇는데 결제만 완료되구 왜 물품은 안주고 다시 충전해야되는건지요? 빠르게 활성 부탁드립니다
퍼펙트 아레나,로딩...로딩...로딩때문 접겠음. 지금것 하던것 때문 그나마 2별....통신환경이라는 답정너 회피식 매크로 답변 줄바에는 그냥 답변 주지 마세요.
퍼펙트 아레나,소과금으로 하고 있지만 무과금으로도 충분히 즐길수 있네요~ 오랜만에 재미난 게임 만나서 좋아요
퍼펙트 아레나,무심코 하게되었는데 직접 플레이 해보니 너무 재밋고 방치중에도 계속들여보게되는 마성이 있습니다요~~!!
퍼펙트 아레나,"게임은 괜찮은거같은데, 보스도전 할때 1초에 한번씩 때리는게 아니라 끊기면서 시간초는 안지나나고 잠깐 5~10초 멈췃다가 싸우고 그러는데 동시접속 많아서 그런가요? 확인 조치 빠르게부탁드려요^^"
