game,review
드래곤빌리지 M : 전투형 RPG,"좋은 게임. 3~4년 전에 했었는데 다시 해보니 많은게 바꼈음. 계정은 날라갔지만 다시 하는거로 생각하고 시작함. 다이아도 많이주고 과금없이 할수있는 혜자 게임. 자기가 원하는 드레곤도 조금만 노력하면 얻을수 있음. 스토리도 좋고 즐길수 있는 요소도 많음. 신화 드레곤도 이벤트에서 쉽게 얻을수 있음. 내가 마음에 드는것은 진화 시스템,스토리 난이도,자동 전투임. 진화는 재료가 많이 들어가서 노가다가 필요하지만 그만큼 진화시키면 보람이 큼. 아쉬운 점은 친밀도 단계가 너무 많아 5드래곤 다 친밀도작 하려면 열매가 너무 많이 듬. 열매 드롭을 더 많이 하거나 차는 정도를 높이면 좋겠음. 긴 리뷰 읽어 주셔서 감사하고,재미있는 게임 만들어 주신 제작자 분들께 감사합니다! (레벨업 시스템 드래곤 경험치보다 예전 고기가 더 마음에 드는데..)"
드래곤빌리지 M : 전투형 RPG,"안녕하세요! 드빌M을 2년하고도 약 반년정도 한 유저입니다! 통틀어서 말하자면 나쁘지 않은 게임입니다. 드래곤들을 수집하는 재미도 있고, 아레나와 고대의 탑, 각종 던전들과 클랜 시스템이 아주 잘 구현되어 있습니다! 다만, 개인적으로 봤을때 몇가지 수정? 되어야 할 부분이 있는 것 같습니다. 첫 번째, 클랜전에서는 전투가 자동으로 진행되는데, 제 덱은 지원형과 회복형의 스킬만 쓰면서 상대방은 상황에 맞게 스킬이 써져서, 전투력이 제가 더 높다고 해도 이기는게 어려운 느낌이 있습니다...이 부분을 유저가 직접 플레이할 수 있도록 해주시면 감사하겠습니다! 두 번째, 게임 내 드래곤중 원더 드래곤의 언데드 스킬이 가끔 아예 안먹히거나 아주 조금 발동되다 꺼지는 현상이 일어납니다. 혹시 상대방의 스킬일까? 하고 상대방 드래곤들의 스킬을 다 살펴봤지만 그런건 없었더라고요, 그걸 조금 고쳐주시면 감사하겠습니다! 전 이 게임을 즐겁게하고 있습니다. 앞으로도 즐겁도록 만들어주세요!!! ^0^"
드래곤빌리지 M : 전투형 RPG,오래는 아니지만 한 2년간 드빌m을 한 유저입니다 제가 절대로 결제를 하지 않아서 처음 플레이 할때는 걱정이 많이 됐었는데 꾸준히 하다보니 금방 신화드래곤 2마리를 가지고 정말 재미있게 플레이하고 있습니다. 제 인생게임이 되었어요. 근데 다만 바라는 점이 있다면 게임을 할때 나는 효과음 소리가 나다가 너무 금방 오류가 나서 꺼지고 다시 들어가야지 켜져요. 제 폰때문인가도 생각해봤지만 폰을 바꿨을때도 계속 그러네요. 그것만 고쳐주신다면 너무 좋을것 같습니다. 흥행하세요!!!😄
드래곤빌리지 M : 전투형 RPG,"신화생기면서 과금과 운빨의 요소가 많이 커짐. 특히 콜로에선 신화용차이로 인해 격차가 많이 벌어지다보니 안건들게 됨. 신화를 만드는 건 좋고, 토파즈용 만드는것도 오케이인데, 성능차이가 기존 5성용과 너무 많이 나다보니 뭔가 밸런스가 많이 망가진 느낌이 드네요. 가끔씩은 앞만 보지말고 뒤를 보는 업데이트도 한번쯤은 필요하다 생각합니다. 그래도 게임은 재밌게 잘하고 있어요 !"
드래곤빌리지 M : 전투형 RPG,"안녕하세요 개발자님!저는 드빌M, 드빌X, 드빌NEW,드빌(Original), 드빌2 등많은게일을플레이하고있습니다. 일단일단플레이하면서 이벤트도 좋고 보상도후해서 플레이하기 좋은데 단점이있습니다 일단 버튼이많아서 이벤트버튼이라던가 출석버튼을 찾기어렵습니다. 이거버튼정리좀 부탁드립니다 그리고 가끔씩 와이파이는 풀인데 튕기는 현상이발생합니다. 이점고쳐주시길바랍니다. 감사합니다."
드래곤빌리지 M : 전투형 RPG,정말이지 용덕으로서 너무 즐겁게 플레이하고 있어요! 머리굴리는 맛도 있고 멋지고 예쁜 드래곤들 보는 맛도 있고! 다이아가 여기저기 많이 쓰이는 만큼 많이 수급되기도 하고요. 모험 불지옥까지 다 깨는 그날엔 그 수급도 조금은 줄을것같지만... 노가다성이라든지 현질유도가 꽤나 있다는게 흠이라면 흠일까요..! 또한 새벽쯤 게임을 하면 게임 화면에 이상이 자주 생기더라구요. 악몽던전에서 배경이 새카맣게 보인다든지 보스의 약점이 스킬로 직접 대봐야지만 보인다든지 등등 평상시 플레이 화면과 다른게 많아요...! 이부분 고쳐주셨으면 합니다. 어떨땐 아예 화면 구성이 통째로 뒤집혀서 혼란 그 자체...
드래곤빌리지 M : 전투형 RPG,"개인적으로 소탕 기능이 있었으면 좋겠다. 전투돌릴 시간은 없어 날개는 쌓여가는데, 새로생긴 경험치 시스템으로 드래곤 레벨업시킬 때 필요한 경험치는 늘 부족하다. 애초에 자동전투 기능도 있는데 소탕이라고 못 만들 건 또 뭔가? 개인적으로 반복전투 돌려놓으면 연출 등으로 뺏기는 시간이 아깝다고 생각한다."
드래곤빌리지 M : 전투형 RPG,게임 정말 재미있게 하고있습니다ㅎㅎ 버그가 있어 제보드리려고 합니다. 제가 땅타입삐에로드레곤을 작별하여 인연조각80개를 받았습니다. 그리고 빛타입 삐에로를 강화시키기 위해 인연조각을 사용했습니다. 정상적으로 강화게이지가 올라가고 돈이 소비돼었습니다. 하지만 60~70개쯤부터 조각을 눌러도 사용돼지않았습니다. 그리고 전뒤로가기를 눌러 강화창을 나와서 다시들어가니 강화게이지와 인연조각이 돌아가있더군요(돈은 없어졌습니다)저는 이정도버그면 상관이 없을것 같아서 감안하고 다시 인연조각으로 강화를 했습니다. 하지만 다시 강화조각이 써지지않았습니다. 그래서 뒤로가기를 눌러 다시강화창을 들어가니 인연조각까지 사라져있더군요. 복구를 안해주셔도 돼지만 이버그를 고쳐주셨으면 좋겠습니다. 그리고 강화조각을 사용할때에 너무 오래걸립니다. 한번에 여러개를 사용할 수 있도록 바꿔주셨으면 좋겠습니다 -자랑말헤카림-
드래곤빌리지 M : 전투형 RPG,아래 리뷰 이해가 안되네요 ㅋㅋㅋㅋ 오히려 6성 진화하는게 더 어렵습니다. 레벨이 오르면서 편해지긴 했는데 진화 재료 모으는게 훨씬 쉽죠 ㅎㅎ음... 5성 뽑기 확률이 너무 같은게 자주나와버리니 좀 아쉽더라구요 ㅋㅋㅋ 재미지게 잘 하고 있습니다. 가끔 광고시청후 시간 감소라던가 알뽑기를 할경우 그냥 팅기는 경우가 많습니다.
드래곤빌리지 M : 전투형 RPG,"드빌m 즐겁게 하고있습니다!! 몇달간 못할때가 있는데 돌아올 때마다 그사이에 추가된 드래곤들, 개편된 시스템 등을 보며 놀라곤 합니다ㅎㅎ 요즘에 게임을 오래 켜놓으면 효과음이 안나오는 불편한 점이 있습니다. 혹시 폰이 이상한건가 하고 컴퓨터 패드 등으로 해봐도 똑같은 현상이 발생하더군요. 이 점을 고쳐주시면 이 게임을 보다 더 즐겁게 플레이 할 수 있을거 같습니다. 아 그리고 자동반복 횟수설정이나 자동반복 중단시 알림(예:진동) 기능도 추가해주시면 좋겠습니다. 화이팅"
드래곤빌리지 M : 전투형 RPG,"안녕하세요. 몇년전에 플레이 했다가 몇달전 다시 시작한 유저입니다. 우선 한정(알에서)과 신화가 둘다 2마리씩 떠서 기분이 너무 좋아요. 개인적인 일은 미루고 결론부터 말씀드리면 게임은 그래픽이랑 모션, 그리고 플레이 방식이 너무 마음에 들어요. 그런데 하루에 할 수 있는 플레이 시간이 좀 짧은거 같아요. 예전에 처음 시작했을땐 많이 했었는데,레벨이 꽤 높아진 지금은 모험에서 계속되는 패배로 인하여 콜로세움 같은 것만 하고 있어요. 그러니 플레이 시간이 20분정도로 많이 짧죠. 그리고 게임을 하다가 중간에 갑자기 게임 효과음이 사리지는 경우가 종종 있어요. 배경음악은 있는데 스킬 효과음이나 터치했을때의 효과음들이 모두 사라져요. 핸드폰울 바꾼 지금도 계속 이러네요. 이 두 부분만 좀 고쳐주셨으면 합니다. 재밌는 게임 만들어 주셔서 감사합니다."
드래곤빌리지 M : 전투형 RPG,"제가 살멸서 해온 게임들중에서 가장 중독성있고 무엇보다 목적을 가질수있게되는게임인거같습니다! 아 목적은 예를들면 ""세계1위랭커가될것이다""이런거말하는겁니다! 상당히재미있고 노가다도 쉽고 룬도 클랜던전이나모험떠나면 쉽게얻고 다이아몬드도 콜로세움,시련의탑같은거 열심히 올리시면 쉽게 3000개 6000개 얻을수있어서 과금없이도 시간만있다면 간편하고 재미있게 플레이할수있어서좋습니다!♥ 드래곤같이 환상의 존재나 귀엽거나멋진용들을 좋아하시는분이나 노가다를해서 성장하는걸 좋아하시는분들이 좋아할꺼같은 게임입니다!"
드래곤빌리지 M : 전투형 RPG,너무 좋은 게임입니다. 하지만 무현질러와 현질러의 차이가 너무 심합니다. 물론 무현질러도 노력하면 강해질 수 있지만 현질러와 무현질러의 한계가 너무 달라요. 콜로에서 보면 1~3위는 거의 무현질러는 볼 수도 없고 거의 현질러들이 랭킹이 높죠. 물론 무현질러도 강해질 수 있습니다. 대신에 현질을 안해도 었을 수 있는 드래곤들 중에서 강한 아이들을 많이 만들어 주세요. 그것 빼고는 렉도 별로 없고 재미도 있어서 좋은 게임이라고 생각합니다
드래곤빌리지 M : 전투형 RPG,게임은 확실히 재미있습니다. 그러나 고급소환에서 5성이 너무 안뜨는 것과 드래곤을 강화하는 포인트를 얻기가 힘들고 풀 강화를 하려면 큰 돈을 현질하지 않고는 하기 힘들다는 점은 꼭 고쳐주셨으면 좋겠습니다. 그리고 콜로세움을 하다보면 분명히 접은 사람같은데 너무 많이 해놓고 접어서 접은 사람임에도 불구하고 붙어서 지는 상황이 발생하여 신입 유저가 올라오기 힘들고 전투력이 좀 높다고 해도 실버인 상태에서 콜로세움을 돌렸을 때 플래티넘을 만나는 건 좀 심하다고 봅니다. 그러나 전체적으로 봤을때는 굉장히 재미있고 키우는 재미도 있는 게임입니다.
드래곤빌리지 M : 전투형 RPG,안녕하세요!!!! 드빌 2 굉장히 갓겜입니다!!!! 살~짝 초보분들에 대한 난간을 제외하고는 알아서 척척 깨는 재미도 있고! 어쨋든 여러모로 다 좋습니다 근데 제가 경매를 옛날에 했는데 지긍ㅅ 가이드 퀘스트로 경매를 뭐 해야되거든요? 근데 올만에 복귀해서 비밀번호가 기억이 안나는거에요.... 그래서 0000이나 다른걸로 바꾸고싶은데 혹시 초기화 시켜주실수 있을까요? 언제나 재밌게 플레이하고 애정많은 게임입니다! 추억 그 자체!!! 언제나 감사합니다!!!
