game,review
핀볼도사,"2022년 7월 6일 기준, 문제점1 발사 이후 처음 들어오는 공의 위치로 캐릭터가 이동하는 동시에 발사하는 시작점도 캐릭터가 이동하는 것에 따라 움직여 발사 궤도가 처음 진행방향과 다르게 됨. 문제점2 공들이 계속해서 충돌하는 도중 전혀 빠져나올 곳이 없음에도 그냥 빠져서 들어와버는 경우가 허다함. 문제점3 계속해서 충돌을 하고 있음에도 불구하고 공이 그냥 들어와버리거나 그냥 공이 사라지는 경우가 자주 있음. 해당 문제점들이 개선이 되어야 될 것 같습니다. 특히 문제점1의 경우는 지금까지 없었던 것인데 최근 업데이트 이후 생겼네요."
핀볼도사,재미는 있으나 광고가 질릴정도로 기네요. 물론 광고를 보고안보고는 선택사항. 그리고 현재 게임 진행중에 앱을 껐다 켜면 무적커버 없어지는 버그있음. 하지만 재미는 있음. 추가- 볼 개수가 많을때 쏘는 중에 볼이 먼저 떨어진게 있으면 캐릭터가 그자리로 이동을 하는데 이동하면서 계속 쏘니까 처음 쏜 포인트랑 다르게 움직이면서 쏘는데 이게 맞는건가요?
핀볼도사,게임은 정말 잘 만들었다 생각되어집니다. 근데.. 아니 난이도가 너무 심각하게 올라가는거 아닌가요? 공격후 은신 체력이 낮아질수록 데미지 상승. 이건 뭐 현질해서 깨라는건지 뭔지. 그리고 재화수급이 너무 안되는거 아닌가요? 특성도배워야하고 아이템 등급도 올려야하는데. 필요없는템 팔기기능도 없고..
핀볼도사,저에겐 유일하게 질리지않고 계속하는 겜이니다.ㅇㅇ 상단에 볼이 갇히거나 무한궤도로 계속팅길때 일정시간후 볼이 갑자기 사라집니다. 저는 일부러 볼이 갇히게해 콤보 유도를 자주하는데 매번사라지니 진행이 자꾸 끓깁니다. 진행을위해 원하는경우에한해 볼이 사라지게 하는 메뉴를 추가했으면합니다.
핀볼도사,유일하게 몇달째 계속 하는 게임입니다. 다 좋아요 재밌고 잘 만든게임입니다. 하지만 별3개인 이유는요 최근 업뎃 후 일정시간이 지나면 자동으로 볼이 수거되네요 버그인가요 계획된.업뎃인가요 기분나쁘네요 설명도 없이... 충분히 깰 라운드 혹은 완전 유리한 상황이 될 타이밍인데 자동수거되서 못깨고 지루해집니다. 이기능 없애주시기 바랍니다. 업뎃 설명에도 없는 사용자 기만하는 겁니다. 없애주세요 답변에 대한 추가의견 : 이유없이 수거되는 그 기능자체가 게임성과 흥미를 떨어뜨리는 지루하고 어렵게 만드는 기능이라는 말입니다. 60초에 왜 강제 회수가 되야하나요 원할때 회수하는 기능이 생겼으면 된거지.. 자동회수 없애주시기 바랍니다..
핀볼도사,왜 아직 남아있는 공을 멋대로 없에는거냐. 충분히 어직 콤보를 이어나갈 수 있는데 갑자기 내 캐릭터로 뻐르게 공이 돌아온다. 장애물이 막고있어서 콤보를 이어나갈 수 있으면서 강제적으로 차례가 마무리된다.
핀볼도사,게임은 재미있는게 반사각이 너무 이상해요 처음엔 그냥 적응 안되서 그런가 했는데 하면 할수록 이상함 제 생각엔 공이 맵에 비해서 너무 커서 그런거 같아요 드래그 하면 공 보이고 점선으로 공 방향 뜨는데 그거 잘보면 점선이 공 가운데에 있는데 정작 벽에 닿는 부분은 점선으로 일자가 아니라 살짝 꺽어야됨 이게 생각보다 많이 불편하고 이게 어떻게 이렇게 꺾여 하는 상황이 많이 생겨요 공 크기좀 많이 줄이시는게 좋을거 같아요 아니면 공 크기 줄이면서 같이 맵을 좀 키우든지..
핀볼도사,"갈수록 너무 난이도가 높아집니다. 현질 유도도 꽤 있는것 같구요 몬스터나 맵이 바뀌면서 지형에 변화를 준건 좋은데 너무 단순한것도 흠이겠네요 요약: 1. 무과금은 난이도가 높음 2. 반복적인 패턴, 너무 단순해서 질림"
핀볼도사,"현질하거나 미친듯이 시간 투자해서 고렙 되면 재밌을거같아요. 아이템들은 재밌는데..블럭들 생성되는 위치가 진짜 악의적이네요. 게임 x같이 하네 라는 소리가 플레이하면서 계속 나와요. 애들 피통이 많아서 무조건 위로 올려서 콤보 100, 200 이렇게 해야하는데 매턴 생성되는 몹 위치가 위로 올릴 공간 딱딱 틀어막네요. 초반부터 정리 못하다가 그렇게 두어번 막히면 걍 판 접고 새로하는게 편해요. 그래서 걍 겜도 접음."
핀볼도사,"업데이트 이후로 공이 발사되는 도중에 캐릭터가 이동하는 방향에 따라 발사 시작 구간이 함께 이동합니다. 때문에 미리 생각해두었던 만큼 효율이 나오지 않는 경우가 계속해서 발생하는데, 빠른 문제 해결 바랍니다."
핀볼도사,게임 잘하고 잇던 무과금 유저입니다 이번 업데이트 이후 내가 조준하는 방향에 볼을 쏘면 가지고 잇던 볼의 1/3은 의도하지 않은곳에 발사됩니다 게임 개발자의 의도가 난이도 상향에 잇는거라면 다른 방식을 택하는게 좋을듯 합니다 볼의 1/3을 버리고 시작하는거니 이게임 하시려는 분들 참고하세요
