game,review
크로노스 사가,"시간역행을 이용한 다회차 기반 알피지 게임입니다. 가장 큰 특징은 스킬(비전술)을 사용할 때, 커맨드를 입력하는 것이구요. 단점은 다회차를 기반으로 하다보니 스토리를 밀 때, 똑같은 스테이지를 반복적으로 플레이 해야 한다는 점입니다. 그렇지만 반복되는 시간을 줄이기 위해 수련(레벨 상승 요소) 시간 단축 보상등이 있어 다회차가 계속되면 얻는 특성들도 있습니다. 또다른 것은 광고제거 캐쉬가 좀 비싸다는 점.. 광고 비중이 적은편인데 비중에 비해 광고 제거 가격이 너무 비싸다고 느껴집니다. 그러나 진짜 미래가 기대되는 게임입니다."
크로노스 사가,"리뷰 잘 달지 않는 리뷰눈팅러인데, 반복적이지만 스킬 비전 수련 아이템 등 달성감이 있고, 회차마다 조금씩 강해지며 스토리 뚫어 나가는게 정말 재미있습니다. 현재 게임이 스토리가 모두 뚫려있는 상태가 아니기에 몰입해서 하다보면 스토리는 좀 짧게 느껴진다는 것이 약간의 아쉬움이 남는 정도이고 완성도는 정말 좋네요"
크로노스 사가,"리뷰 잘 안남기는 사람인데 한 번 적어봅니다. 굉장히 재밌습니다. 시간제한을 이용한 루프라는 구성도 좋았고, 커맨드 시스템도 전투가 질리지 않게 하고 손맛을 잡는 데도 성공해 개인적으로 신의 한 수였다 생각합니다. 회차를 돌릴수록 강해진다는 느낌이 확실하게 들고, 성취감을 느낄 만한 요소도 곳곳에 집어넣어 매 회차가 긴장감 넘치며 재밌습니다. 다만, 빠른 회차 넘어가기 등의 일부 편의사항 등은 개선이나 추가가 된다면 좋겠습니다. 올해 들어 해본 가장 재밌는 모바일 게임 같습니다."
크로노스 사가,상당히 '재미있고' 인상깊은 게임이다. 30초 용사가 생각나는 플레이 방식 이였으나 rpg로서의 게임성 또한 매우 훌륭해 단순 노가다로 보일수 있던 게임에 시간제한이 추가되어 상당히 재미가 풍부해졌다. 또한 여러가지 변수가 매우 많아 매 루프마다 능력치가 조금씩 달라 같은 방식으로 아슬하게 넘어갔다면 다음에는 장담할수 없는것 또한 매력적이였다. 다만 이로인해 매 플레이가 불안정 하지만 빠른 리트라이가 힘들게 되어있는게 아쉽고 루프 분기텀이 살짝 애매하여 피곤해지는 부분이 아쉬웠다. 이외의 호불호가 크게 갈릴부분으로 수동조작을 강조하는 편이라 자동기능을 아주 제한적으로 두어 나름 컨트롤 하는 재미가 있지만 피로도 또한 높은 편이라 재밌으나 지친다는게 단점으로 꼽힌다.
크로노스 사가,오랜만에 보는 잘 디자인된 모바일 RPG입니다. 턴제 전투는 간단하지만 어떤 상황에 어떤 비술(스킬)을 어떤 순서로 쓸지 전략적 선택이 가능하고 자동전투를 설정할순 있지만 수동보다 비효율적일수 밖에 없는 한계가 있습니다. 노가다성이 없진 않지만 성장속도가 충분히 빨라서 매 환생마다 더 강해져서 진행이 막힌다는 느낌은 없었습니다 (후반부에는 어떨지 모르겠어요). 여러 시스템이 복잡하게 있는데 스토리 진행과 함께 천천히 해금시키기 때문에 초반부터 압도되는 느낌이 방지됨과 동시에 뭔가 진행이 되고 성장하고 있단 기분이 들어서 좋았습니다. 단 두명이서 만드신다고 들었는데 응원해드리고 싶네요. 저도 게임쪽은 아니지만 개발자라 도와드리고 싶은 기분도 들고요
크로노스 사가,재미있습니다. 로그라이크 방식인데 스토리를 통한 환생에 명분이 있어서 몰입된다는게 가장 큰 장점인 것 같습니다. 스토리 자체도 재미있구요. 또 진행할수록 적절한 타이밍에 여러 요소들이 해금되는 것도 게임을 질리지 않게 해줍니다. 반복 요소가 있습니다만 적절한 방치를 통해 해결할 수도 있습니다. 레트로와 모바일의 장점을 적절히 혼합한 아주 잘 만든 인디 게임이라고 생각합니다. 소수 인원으로 개발하는게 쉽지 않으시겠지만 응원합니다.
크로노스 사가,요즘 방치 RPG와 다르게 조작하는 손맛과 콤보를 넣는 맛도 존재하고 환생 시스템이 게임의 핵심인 만큼 신경 쓴 부분이 많아 성장이 얼마나 잘 되었는지 이번 생은 얼마나 더 빡세게 굴려야 하는지 얼마나 시간을 단축시킬 수 있는지 생각하며 매 환생때마다 점점 강해지는 모습이 확실하게 느껴져 더욱 좋았습니다. 스토리가 확장되고 유저의 편의를 계속 신경쓰는 개발진의 태도도 너무 마음에 듭니다. 하지만 한번의 생을 플레이하는데에 너무 긴 시간이 걸리디보니 쉽게 지칠 수 있다는것이 문제인듯합니다.
크로노스 사가,"방치형,유사방치형,과금 게임만 판치는 모바일게임 한줄기 빛같은 작품입니다 독특한 시스템,다회차이지만 다회차라고할수없는 시스템으로 한 회차마다 성취감을 얻을수있게하는 게임입니다 스토리도 흥미를 유발하고 그래픽도 예전 감성으로 향수를 불러일으킵니다 근래 게임에 목말랐는데 갈증이 풀리네요 퀄리티 높은 게임 감사합니다"
크로노스 사가,게임 시작부터 버그발견... 캐릭터 선택 후 재확인 과정까지 하고 시작하는데도 화면넘어가기전 로딩중 다른캐릭터 클릭하면 그캐릭터로 플레이됩니다... 치명적인것도 아니고 저같은 기다리는동안 이것저것 눌러보는 유저나 발견할버그지만 일단 알려드려요
크로노스 사가,정말 오랜만에 재밌게 하고있어요! 리x지류 또는 양산형 중국게임만 보다 가뭄의 단비네요! 편의성 쪽만 과금 조금(진짜 조금임)하시면 겜도 완전 쾌적해지고 또 게임시스템이 정해진 캘린더나 이벤트스케줄 시간에 쫓기지 않아서 좋아요. 오히려 환생시스템의 환생시간에 쫓기는것ㅋㅋ 아무튼 대박나면 좋겠어요!
